sample_id	project	instrument	geo_loc_name	region	seq_region	sample_type
SRS5097252	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097253	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097254	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097255	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097256	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097257	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097258	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097259	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097260	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097261	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097262	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097263	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097264	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097265	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097266	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097267	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097268	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097269	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097270	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097271	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097272	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097273	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097274	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097275	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097276	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097277	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097278	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097279	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097281	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097282	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097283	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097284	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097285	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097286	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097287	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097288	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097289	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097290	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097291	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097292	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097293	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097294	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097295	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097296	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097297	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097298	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097299	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097300	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097301	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5097302	PRJNA554232	Illumina MiSeq	netherlands	Europe and Northern America	V4	stool
SRS5200393	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200394	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200395	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200396	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200397	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200398	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200399	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200400	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200401	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200402	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200403	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200404	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200405	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200406	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200407	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200408	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200409	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200410	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200411	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200412	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200414	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200415	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200416	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200417	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200418	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200419	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200420	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200421	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200422	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200423	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200424	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200425	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200426	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200427	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200428	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200429	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200430	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200431	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200432	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200433	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200434	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200435	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200436	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200437	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200438	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200439	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200440	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200441	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200442	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200443	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200444	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200445	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200446	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200447	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200448	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200449	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200450	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200451	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200452	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200453	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200454	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200455	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200456	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200457	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200458	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200459	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200460	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200461	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200462	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200463	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200464	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200465	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200466	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200467	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200468	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200469	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200470	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200471	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200472	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200473	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200474	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200475	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200476	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200477	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200478	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200479	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200480	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200481	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200482	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200483	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200484	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200485	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200486	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200487	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200488	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5200489	PRJNA558158	Illumina HiSeq 2500	china:xiamen	Eastern and South-Eastern Asia	V3-V4	stool
SRS5224860	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224861	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224862	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224863	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224864	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224865	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224866	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224867	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224868	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224869	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224870	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224871	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224872	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224873	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224874	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224875	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224876	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224877	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224878	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224879	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224880	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224881	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224882	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224883	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224884	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224885	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224886	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224887	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224888	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224889	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224890	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224891	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224892	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224893	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224894	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224895	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224896	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224897	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224898	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224899	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224900	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224901	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224902	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224903	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224904	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224905	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224906	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224907	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224908	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224909	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224910	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224911	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224912	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224913	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224914	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224915	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224916	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224917	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224918	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224919	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224920	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224921	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224922	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224923	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224924	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224925	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224926	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224927	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224928	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224929	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224930	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224931	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224932	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224933	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224934	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224935	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224936	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224937	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224938	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224939	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224940	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224941	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224942	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224943	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224944	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224945	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224946	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224947	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224948	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224949	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224950	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224951	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224952	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224953	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224954	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224955	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224956	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224957	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224958	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224959	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224960	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224961	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224962	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
SRS5224963	PRJNA559052	Illumina MiSeq	united kingdom: hampshire, southampton	Europe and Northern America	V2-V3	stool
