task,source,disease,fid,group,importance,importance_sample_pooled,importance_fold_pooled
lodo,attn,IBS,JTDA01000039.175.1712,IBS,0.0680187294859631,0.0680187294859631,0.0680187294859631
lodo,attn,IBS,DQ057365.1.1393,IBS,0.068909861103301,0.068909861103301,0.068909861103301
lodo,attn,IBS,FJ368864.1.1363,IBS,0.0694172559807327,0.0694172559807327,0.0694172559807327
lodo,attn,IBS,HQ807248.1.1298,IBS,0.069543979702577,0.069543979702577,0.069543979702577
lodo,attn,IBS,GQ492469.1.1357,IBS,0.0708863507010049,0.0708863507010049,0.0708863507010049
lodo,attn,IBS,HQ742589.1.1206,IBS,0.0709369603208795,0.0709369603208795,0.0709369603208795
lodo,attn,IBS,FJ366005.1.1355,IBS,0.0731884627488104,0.0731884627488104,0.0731884627488104
lodo,attn,IBS,EF401880.1.1492,IBS,0.073739787369455,0.073739787369455,0.073739787369455
lodo,attn,IBS,GQ492847.1.1200,IBS,0.0739449407336942,0.0739449407336942,0.0739449407336942
lodo,attn,IBS,FJ368187.1.1358,IBS,0.0740174640706718,0.0740174640706718,0.0740174640706718
lodo,attn,IBS,HQ775480.1.1454,IBS,0.0769790984831846,0.0769790984831846,0.0769790984831846
lodo,attn,IBS,DQ456166.1.1450,IBS,0.0775933740023971,0.0775933740023971,0.0775933740023971
lodo,attn,IBS,DQ809511.1.1390,IBS,0.0790706878045777,0.0790706878045777,0.0790706878045777
lodo,attn,IBS,FJ367401.1.1334,IBS,0.0967736152254319,0.0967736152254319,0.0967736152254319
lodo,attn,IBS,JQ449887.1.1241,IBS,0.0983654626335588,0.0983654626335588,0.0983654626335588
lodo,attn,IBS,FJ366441.1.1355,IBS,0.102002864793087,0.102002864793087,0.102002864793087
lodo,attn,IBS,FJ368433.1.1378,IBS,0.1040607302243173,0.1040607302243173,0.1040607302243173
lodo,attn,IBS,FMFL01000027.72847.74341,IBS,0.1075533620895547,0.1075533620895547,0.1075533620895547
lodo,attn,IBS,EF111064.1.1259,IBS,0.1092147936945907,0.1092147936945907,0.1092147936945907
lodo,attn,IBS,EF400498.1.1478,IBS,0.1128822914948687,0.1128822914948687,0.1128822914948687
lodo,attn,IBS,DQ803545.1.1390,IBS,0.1142271197967236,0.1142271197967236,0.1142271197967236
lodo,attn,IBS,AM277638.1.1452,IBS,0.1165914998642352,0.1165914998642352,0.1165914998642352
lodo,attn,IBS,LT576391.1.1479,IBS,0.1177507111365623,0.1177507111365623,0.1177507111365623
lodo,attn,IBS,HQ802530.1.1345,IBS,0.1194250237160373,0.1194250237160373,0.1194250237160373
lodo,attn,IBS,GQ493144.1.1354,IBS,0.1257339265687936,0.1257339265687936,0.1257339265687936
lodo,attn,IBS,KF101648.1.1374,IBS,0.1288725165923337,0.1288725165923337,0.1288725165923337
lodo,attn,IBS,KC707551.1.1522,IBS,0.1367475208032788,0.1367475208032788,0.1367475208032788
lodo,attn,IBS,DQ804982.1.1277,IBS,0.1381812372721202,0.1381812372721202,0.1381812372721202
lodo,attn,IBS,JQ467834.1.1286,IBS,0.1442476352891045,0.1442476352891045,0.1442476352891045
lodo,attn,IBS,JQ467788.1.1220,IBS,0.1664559523957232,0.1664559523957232,0.1664559523957232
lodo,attn,IBS,GQ491160.1.1334,IBS,0.1955455296643158,0.1955455296643158,0.1955455296643158
lodo,attn,IBS,DQ795266.1.1352,IBS,0.2175564458272056,0.2175564458272056,0.2175564458272056
lodo,attn,IBS,MF034070.1.1200,IBS,0.2342159923338543,0.2342159923338543,0.2342159923338543
lodo,attn,IBS,DQ793705.1.1389,IBS,0.3636871427884044,0.3636871427884044,0.3636871427884044
lodo,attn,MS,JQ522962.1.1258,Ctrl,-1.9251494760873011,-1.9251494760873011,-1.9251494760873011
lodo,attn,MS,FJ362731.1.1336,Ctrl,-0.3979857150281874,-0.3979857150281874,-0.3979857150281874
lodo,attn,MS,FJ366220.1.1396,Ctrl,-0.3383957379089619,-0.3383957379089619,-0.3383957379089619
lodo,attn,MS,HQ812411.1.1431,Ctrl,-0.3129281852351725,-0.3129281852351725,-0.3129281852351725
lodo,attn,MS,FJ372235.1.1260,Ctrl,-0.2621118519459701,-0.2621118519459701,-0.2621118519459701
lodo,attn,MS,FNLI01000001.906.2398,Ctrl,-0.2612416748801852,-0.2612416748801852,-0.2612416748801852
lodo,attn,MS,DQ804982.1.1277,Ctrl,-0.2528356822421074,-0.2528356822421074,-0.2528356822421074
lodo,attn,MS,HQ782099.1.1443,Ctrl,-0.2397218514137244,-0.2397218514137244,-0.2397218514137244
lodo,attn,MS,EF071257.1.1224,Ctrl,-0.239246163803726,-0.239246163803726,-0.239246163803726
lodo,attn,MS,MH031774.1.1201,Ctrl,-0.2387327019954116,-0.2387327019954116,-0.2387327019954116
lodo,attn,MS,LC099979.1.1200,Ctrl,-0.2371286037482564,-0.2371286037482564,-0.2371286037482564
lodo,attn,MS,HQ591435.1.1201,Ctrl,-0.2305896965710627,-0.2305896965710627,-0.2305896965710627
lodo,attn,MS,GQ491279.1.1262,Ctrl,-0.2298873121856879,-0.2298873121856879,-0.2298873121856879
lodo,attn,MS,JQ190553.1.1364,Ctrl,-0.2247199571492229,-0.2247199571492229,-0.2247199571492229
lodo,attn,MS,FJ505502.1.1373,Ctrl,-0.2186434261880688,-0.2186434261880688,-0.2186434261880688
lodo,attn,MS,AB272335.1.1200,Ctrl,-0.2134363008852967,-0.2134363008852967,-0.2134363008852967
lodo,attn,MS,FJ654478.1.1204,Ctrl,-0.20894457809397,-0.20894457809397,-0.20894457809397
lodo,attn,MS,KP751407.1.1392,Ctrl,-0.2036068765514069,-0.2036068765514069,-0.2036068765514069
lodo,attn,MS,DQ809399.1.1289,Ctrl,-0.1985057536050103,-0.1985057536050103,-0.1985057536050103
lodo,attn,MS,DQ794359.1.1305,Ctrl,-0.1980376352640622,-0.1980376352640622,-0.1980376352640622
lodo,attn,MS,EF402847.1.1496,Ctrl,-0.1968220322262708,-0.1968220322262708,-0.1968220322262708
lodo,attn,MS,HL282348.1.1319,Ctrl,-0.1944932040719338,-0.1944932040719338,-0.1944932040719338
lodo,attn,MS,HK694993.1.1204,Ctrl,-0.1944488109072875,-0.1944488109072875,-0.1944488109072875
lodo,attn,MS,AF376229.1.1349,Ctrl,-0.1922053838611006,-0.1922053838611006,-0.1922053838611006
lodo,attn,MS,DQ797516.1.1343,Ctrl,-0.1899265503334821,-0.1899265503334821,-0.1899265503334821
lodo,attn,MS,JX048127.1.1383,Ctrl,-0.1896216827141673,-0.1896216827141673,-0.1896216827141673
lodo,attn,MS,AF376221.1.1337,Ctrl,-0.1838073586608161,-0.1838073586608161,-0.1838073586608161
lodo,attn,MS,AY653232.1.1310,Ctrl,-0.183346744745056,-0.183346744745056,-0.183346744745056
lodo,attn,MS,DQ809511.1.1390,Ctrl,-0.1770495682117592,-0.1770495682117592,-0.1770495682117592
lodo,attn,MS,FJ507931.1.1375,Ctrl,-0.17126829017385,-0.17126829017385,-0.17126829017385
lodo,attn,MS,DQ326493.1.1337,Ctrl,-0.1670917908693808,-0.1670917908693808,-0.1670917908693808
lodo,attn,MS,DQ806009.1.1283,Ctrl,-0.1651987161439688,-0.1651987161439688,-0.1651987161439688
lodo,attn,MS,DQ808123.1.1242,Ctrl,-0.1596200435499024,-0.1596200435499024,-0.1596200435499024
lodo,attn,MS,AB934853.1.1327,Ctrl,-0.1567396921334474,-0.1567396921334474,-0.1567396921334474
lodo,attn,MS,FJ365333.1.1336,Ctrl,-0.1558560800232008,-0.1558560800232008,-0.1558560800232008
lodo,attn,MS,KC000059.1.1295,Ctrl,-0.1520891667955315,-0.1520891667955315,-0.1520891667955315
lodo,attn,MS,FJ364899.1.1354,Ctrl,-0.1520221710074052,-0.1520221710074052,-0.1520221710074052
lodo,attn,MS,GQ492469.1.1357,Ctrl,-0.151775148698522,-0.151775148698522,-0.151775148698522
lodo,attn,MS,DQ808930.1.1287,Ctrl,-0.143715957509816,-0.143715957509816,-0.143715957509816
lodo,attn,MS,GQ448318.1.1256,Ctrl,-0.1431729698884517,-0.1431729698884517,-0.1431729698884517
lodo,attn,MS,CP011307.631177.632643,Ctrl,-0.1426286403016305,-0.1426286403016305,-0.1426286403016305
lodo,attn,MS,AY850453.1.1227,Ctrl,-0.1423179479634885,-0.1423179479634885,-0.1423179479634885
lodo,attn,MS,DQ794005.1.1388,Ctrl,-0.1417275882665015,-0.1417275882665015,-0.1417275882665015
lodo,attn,MS,DQ806167.1.1353,Ctrl,-0.1414642124049203,-0.1414642124049203,-0.1414642124049203
lodo,attn,MS,KF842934.1.1385,Ctrl,-0.1379440392155521,-0.1379440392155521,-0.1379440392155521
lodo,attn,MS,DQ808753.1.1287,Ctrl,-0.1373991175903998,-0.1373991175903998,-0.1373991175903998
lodo,attn,MS,GQ896891.1.1486,Ctrl,-0.1370174918290523,-0.1370174918290523,-0.1370174918290523
lodo,attn,MS,DQ800379.1.1383,Ctrl,-0.1368312235401778,-0.1368312235401778,-0.1368312235401778
lodo,attn,MS,GQ493618.1.1378,Ctrl,-0.1353485688392995,-0.1353485688392995,-0.1353485688392995
lodo,attn,MS,AM275757.1.1484,Ctrl,-0.134218452863473,-0.134218452863473,-0.134218452863473
lodo,attn,MS,Y18181.1.1435,MS,0.1602705969390992,0.1602705969390992,0.1602705969390992
lodo,attn,MS,LARG01000024.765.2171,MS,0.1603148351361498,0.1603148351361498,0.1603148351361498
lodo,attn,MS,HQ794846.1.1268,MS,0.16093714184977,0.16093714184977,0.16093714184977
lodo,attn,MS,KX787760.1.915,MS,0.1613591222318974,0.1613591222318974,0.1613591222318974
lodo,attn,MS,JQ190034.1.1356,MS,0.1635672862164003,0.1635672862164003,0.1635672862164003
lodo,attn,MS,DQ799477.1.1287,MS,0.1656200654803247,0.1656200654803247,0.1656200654803247
lodo,attn,MS,DQ806781.1.1375,MS,0.1684108967580426,0.1684108967580426,0.1684108967580426
lodo,attn,MS,DQ797427.1.1369,MS,0.1687318930600294,0.1687318930600294,0.1687318930600294
lodo,attn,MS,DQ806588.1.1403,MS,0.1710186028191638,0.1710186028191638,0.1710186028191638
lodo,attn,MS,JX198636.1.1412,MS,0.1717537675508098,0.1717537675508098,0.1717537675508098
lodo,attn,MS,JQ455437.1.1278,MS,0.1741064605819656,0.1741064605819656,0.1741064605819656
lodo,attn,MS,JQ460078.1.1253,MS,0.1757561168281672,0.1757561168281672,0.1757561168281672
lodo,attn,MS,HQ780956.1.1441,MS,0.178493484714243,0.178493484714243,0.178493484714243
lodo,attn,MS,GQ492203.1.1207,MS,0.181013436431713,0.181013436431713,0.181013436431713
lodo,attn,MS,KF841937.1.1371,MS,0.1827087961818164,0.1827087961818164,0.1827087961818164
lodo,attn,MS,AY916294.1.1399,MS,0.1833367526212206,0.1833367526212206,0.1833367526212206
lodo,attn,MS,EF096145.1.1253,MS,0.1855696913662675,0.1855696913662675,0.1855696913662675
lodo,attn,MS,JQ466212.1.1406,MS,0.185580951665526,0.185580951665526,0.185580951665526
lodo,attn,MS,FN667250.1.1445,MS,0.1859535345137258,0.1859535345137258,0.1859535345137258
lodo,attn,MS,KF095292.1.1331,MS,0.1878061880508214,0.1878061880508214,0.1878061880508214
lodo,attn,MS,DQ796009.1.1394,MS,0.190065484382037,0.190065484382037,0.190065484382037
lodo,attn,MS,GQ327319.1.1316,MS,0.1938198851432732,0.1938198851432732,0.1938198851432732
lodo,attn,MS,DQ456090.1.1455,MS,0.2002570523841752,0.2002570523841752,0.2002570523841752
lodo,attn,MS,HQ762983.1.1446,MS,0.2070184846426287,0.2070184846426287,0.2070184846426287
lodo,attn,MS,DQ824084.1.1291,MS,0.2075482266080156,0.2075482266080156,0.2075482266080156
lodo,attn,MS,DQ797874.1.1300,MS,0.2082924797380834,0.2082924797380834,0.2082924797380834
lodo,attn,MS,JX048342.1.1227,MS,0.2085690851066728,0.2085690851066728,0.2085690851066728
lodo,attn,MS,DQ797022.1.1391,MS,0.2207177678718767,0.2207177678718767,0.2207177678718767
lodo,attn,MS,GQ491939.1.1201,MS,0.2209407925270894,0.2209407925270894,0.2209407925270894
lodo,attn,MS,FJ680801.1.1356,MS,0.2253960659173856,0.2253960659173856,0.2253960659173856
lodo,attn,MS,JQ185418.1.1353,MS,0.231162091049732,0.231162091049732,0.231162091049732
lodo,attn,MS,LC322231.1.1201,MS,0.2354013767005482,0.2354013767005482,0.2354013767005482
lodo,attn,MS,KF841657.1.1369,MS,0.2361697692930853,0.2361697692930853,0.2361697692930853
lodo,attn,MS,EF401863.1.1477,MS,0.2375363083157801,0.2375363083157801,0.2375363083157801
lodo,attn,MS,AY911443.1.1200,MS,0.2392596208887769,0.2392596208887769,0.2392596208887769
lodo,attn,MS,KY003111.1.1207,MS,0.241671217882422,0.241671217882422,0.241671217882422
lodo,attn,MS,AM278916.1.1477,MS,0.2454716012658693,0.2454716012658693,0.2454716012658693
lodo,attn,MS,FJ558430.1.1233,MS,0.2554517790703643,0.2554517790703643,0.2554517790703643
lodo,attn,MS,LT576391.1.1479,MS,0.2643583675001668,0.2643583675001668,0.2643583675001668
lodo,attn,MS,DQ803256.1.1283,MS,0.2838698367649369,0.2838698367649369,0.2838698367649369
lodo,attn,MS,DQ800088.1.1279,MS,0.2865098678502964,0.2865098678502964,0.2865098678502964
lodo,attn,MS,DQ824247.1.1290,MS,0.2898943470701963,0.2898943470701963,0.2898943470701963
lodo,attn,MS,HQ766049.1.1250,MS,0.2909487231935592,0.2909487231935592,0.2909487231935592
lodo,attn,MS,JX096007.1.1204,MS,0.2995922852751725,0.2995922852751725,0.2995922852751725
lodo,attn,MS,DQ794349.1.1291,MS,0.3347848676965794,0.3347848676965794,0.3347848676965794
lodo,attn,MS,JN004064.1.1431,MS,0.3884183808573283,0.3884183808573283,0.3884183808573283
lodo,attn,MS,EF519868.1.1382,MS,0.4649147023005628,0.4649147023005628,0.4649147023005628
lodo,attn,MS,AY212767.1.1222,MS,0.484251703051016,0.484251703051016,0.484251703051016
lodo,attn,MS,JX048356.1.1310,MS,0.5110247838548803,0.5110247838548803,0.5110247838548803
lodo,attn,MS,MH337931.1.1279,MS,0.6323362952013127,0.6323362952013127,0.6323362952013127
lodo,attn,OB,DQ800246.1.1225,Ctrl,-0.4238534891007972,-0.4238534891007972,-0.4238534891007972
lodo,attn,OB,JQ455259.1.1251,Ctrl,-0.3401121017187886,-0.3401121017187886,-0.3401121017187886
lodo,attn,OB,DQ799182.1.1290,Ctrl,-0.2369533208266246,-0.2369533208266246,-0.2369533208266246
lodo,attn,OB,DQ800941.1.1376,Ctrl,-0.1531361418931228,-0.1531361418931228,-0.1531361418931228
lodo,attn,OB,DQ802353.1.1286,Ctrl,-0.1529028283892646,-0.1529028283892646,-0.1529028283892646
lodo,attn,OB,DQ793742.1.1312,Ctrl,-0.1512160044134939,-0.1512160044134939,-0.1512160044134939
lodo,attn,OB,FJ371750.1.1233,Ctrl,-0.144908862387858,-0.144908862387858,-0.144908862387858
lodo,attn,OB,FJ366406.1.1235,Ctrl,-0.1393126570430679,-0.1393126570430679,-0.1393126570430679
lodo,attn,OB,JQ186387.1.1365,Ctrl,-0.1388878376752939,-0.1388878376752939,-0.1388878376752939
lodo,attn,OB,FJ366642.1.1356,Ctrl,-0.1257860876715387,-0.1257860876715387,-0.1257860876715387
lodo,attn,OB,DQ809255.1.1206,Ctrl,-0.1223516661159915,-0.1223516661159915,-0.1223516661159915
lodo,attn,OB,DQ798280.1.1322,Ctrl,-0.1205192686240417,-0.1205192686240417,-0.1205192686240417
lodo,attn,OB,FJ032489.1.1260,Ctrl,-0.1173838056463327,-0.1173838056463327,-0.1173838056463327
lodo,attn,OB,AM419461.1.1482,Ctrl,-0.1080740640291572,-0.1080740640291572,-0.1080740640291572
lodo,attn,OB,GQ358380.1.1239,Ctrl,-0.1042115828456066,-0.1042115828456066,-0.1042115828456066
lodo,attn,OB,DQ325766.1.1353,Ctrl,-0.1027860930573507,-0.1027860930573507,-0.1027860930573507
lodo,attn,OB,GQ133046.1.1200,Ctrl,-0.1017433988033116,-0.1017433988033116,-0.1017433988033116
lodo,attn,OB,KF843598.1.1346,Ctrl,-0.0951850844635171,-0.0951850844635171,-0.0951850844635171
lodo,attn,OB,GQ897435.1.1479,Ctrl,-0.0948188990113345,-0.0948188990113345,-0.0948188990113345
lodo,attn,OB,EF402384.1.1486,Ctrl,-0.0934544311357711,-0.0934544311357711,-0.0934544311357711
lodo,attn,OB,KF843468.1.1400,Ctrl,-0.0905166856323937,-0.0905166856323937,-0.0905166856323937
lodo,attn,OB,GQ491279.1.1262,Ctrl,-0.0904553205843514,-0.0904553205843514,-0.0904553205843514
lodo,attn,OB,FJ365255.1.1357,Ctrl,-0.08674571116984,-0.08674571116984,-0.08674571116984
lodo,attn,OB,KH494596.1.1320,Ctrl,-0.0865127018526721,-0.0865127018526721,-0.0865127018526721
lodo,attn,OB,JQ185713.1.1349,Ctrl,-0.0864143965904593,-0.0864143965904593,-0.0864143965904593
lodo,attn,OB,GQ897566.1.1496,Ctrl,-0.0863352969867196,-0.0863352969867196,-0.0863352969867196
lodo,attn,OB,JQ188433.1.1358,Ctrl,-0.0852626294287501,-0.0852626294287501,-0.0852626294287501
lodo,attn,OB,MH924239.1.1200,Ctrl,-0.0849534113115599,-0.0849534113115599,-0.0849534113115599
lodo,attn,OB,KF843640.1.1372,Ctrl,-0.0825427799966151,-0.0825427799966151,-0.0825427799966151
lodo,attn,OB,GQ448006.1.1376,Ctrl,-0.0810116157756299,-0.0810116157756299,-0.0810116157756299
lodo,attn,OB,DQ808753.1.1287,Ctrl,-0.080812709911385,-0.080812709911385,-0.080812709911385
lodo,attn,OB,KF843400.1.1328,Ctrl,-0.0807267566855735,-0.0807267566855735,-0.0807267566855735
lodo,attn,OB,DQ796398.1.1293,Ctrl,-0.078932144088076,-0.078932144088076,-0.078932144088076
lodo,attn,OB,DQ800598.1.1280,Ctrl,-0.0783393174362939,-0.0783393174362939,-0.0783393174362939
lodo,attn,OB,JQ186757.1.1359,Ctrl,-0.0772205351944603,-0.0772205351944603,-0.0772205351944603
lodo,attn,OB,JQ191142.1.1334,Ctrl,-0.0764009035364097,-0.0764009035364097,-0.0764009035364097
lodo,attn,OB,FJ371815.1.1309,Ctrl,-0.0759561078162251,-0.0759561078162251,-0.0759561078162251
lodo,attn,OB,JQ184015.1.1355,Ctrl,-0.0755851807340703,-0.0755851807340703,-0.0755851807340703
lodo,attn,OB,JQ188942.1.1364,Ctrl,-0.0754125355187662,-0.0754125355187662,-0.0754125355187662
lodo,attn,OB,DQ809079.1.1285,Ctrl,-0.0747028075253348,-0.0747028075253348,-0.0747028075253348
lodo,attn,OB,JQ186988.1.1357,Ctrl,-0.0744689218225481,-0.0744689218225481,-0.0744689218225481
lodo,attn,OB,GQ338715.1.1269,Ctrl,-0.0739779486708745,-0.0739779486708745,-0.0739779486708745
lodo,attn,OB,KF843459.1.1394,Ctrl,-0.0734269322880159,-0.0734269322880159,-0.0734269322880159
lodo,attn,OB,DQ796195.1.1288,Ctrl,-0.0730254905275695,-0.0730254905275695,-0.0730254905275695
lodo,attn,OB,JQ595922.1.973,Ctrl,-0.0697840866504174,-0.0697840866504174,-0.0697840866504174
lodo,attn,OB,DQ800782.1.1428,Ctrl,-0.0693215958384237,-0.0693215958384237,-0.0693215958384237
lodo,attn,OB,JQ467788.1.1220,Ctrl,-0.068450290103442,-0.068450290103442,-0.068450290103442
lodo,attn,OB,FJ362794.1.1265,Ctrl,-0.0666651368370879,-0.0666651368370879,-0.0666651368370879
lodo,attn,OB,DQ806540.1.1201,Ctrl,-0.065951899508773,-0.065951899508773,-0.065951899508773
lodo,attn,OB,AM404803.1.1432,Ctrl,-0.0657349387900917,-0.0657349387900917,-0.0657349387900917
lodo,attn,OB,DQ800343.1.1393,OB,0.0715571330230885,0.0715571330230885,0.0715571330230885
lodo,attn,OB,L34682.1.1486,OB,0.0716613913521312,0.0716613913521312,0.0716613913521312
lodo,attn,OB,DQ804982.1.1277,OB,0.072739587285932,0.072739587285932,0.072739587285932
lodo,attn,OB,AY684386.1.1444,OB,0.0728499951227076,0.0728499951227076,0.0728499951227076
lodo,attn,OB,FJ678306.1.1399,OB,0.0756353700356245,0.0756353700356245,0.0756353700356245
lodo,attn,OB,GQ014254.1.1331,OB,0.076089524548978,0.076089524548978,0.076089524548978
lodo,attn,OB,HG800468.1.1200,OB,0.0775058584836577,0.0775058584836577,0.0775058584836577
lodo,attn,OB,FMFL01000027.72847.74341,OB,0.0779939710105747,0.0779939710105747,0.0779939710105747
lodo,attn,OB,DQ801035.1.1387,OB,0.0792588525532954,0.0792588525532954,0.0792588525532954
lodo,attn,OB,DQ808288.1.1299,OB,0.0794726195504468,0.0794726195504468,0.0794726195504468
lodo,attn,OB,LC099978.1.1200,OB,0.0818300971977058,0.0818300971977058,0.0818300971977058
lodo,attn,OB,HM007586.1.1312,OB,0.0834905379433239,0.0834905379433239,0.0834905379433239
lodo,attn,OB,KF100146.1.1366,OB,0.0847711827315325,0.0847711827315325,0.0847711827315325
lodo,attn,OB,DQ796280.1.1284,OB,0.0851031340968666,0.0851031340968666,0.0851031340968666
lodo,attn,OB,KF098872.1.1350,OB,0.0853093495993849,0.0853093495993849,0.0853093495993849
lodo,attn,OB,DQ809023.1.1214,OB,0.0856952116237847,0.0856952116237847,0.0856952116237847
lodo,attn,OB,DQ794239.1.1380,OB,0.0857180588889832,0.0857180588889832,0.0857180588889832
lodo,attn,OB,FNLI01000001.906.2398,OB,0.0859720609497494,0.0859720609497494,0.0859720609497494
lodo,attn,OB,GQ492466.1.1344,OB,0.0863774757077029,0.0863774757077029,0.0863774757077029
lodo,attn,OB,HQ807248.1.1298,OB,0.0865792623582984,0.0865792623582984,0.0865792623582984
lodo,attn,OB,GQ003913.1.1349,OB,0.0868956749486975,0.0868956749486975,0.0868956749486975
lodo,attn,OB,GQ493125.1.1274,OB,0.0873373889856557,0.0873373889856557,0.0873373889856557
lodo,attn,OB,GQ014605.1.1316,OB,0.0881674728229086,0.0881674728229086,0.0881674728229086
lodo,attn,OB,HK240383.1.1304,OB,0.0887935384661881,0.0887935384661881,0.0887935384661881
lodo,attn,OB,KF098874.1.1361,OB,0.0888511095115748,0.0888511095115748,0.0888511095115748
lodo,attn,OB,HQ742589.1.1206,OB,0.0940904501610147,0.0940904501610147,0.0940904501610147
lodo,attn,OB,KF100359.1.1360,OB,0.0945737451631274,0.0945737451631274,0.0945737451631274
lodo,attn,OB,KF090344.1.1361,OB,0.0954072941074904,0.0954072941074904,0.0954072941074904
lodo,attn,OB,FJ366441.1.1355,OB,0.1001701757904639,0.1001701757904639,0.1001701757904639
lodo,attn,OB,GQ493144.1.1354,OB,0.1019043731791542,0.1019043731791542,0.1019043731791542
lodo,attn,OB,DQ808123.1.1242,OB,0.1024761309047657,0.1024761309047657,0.1024761309047657
lodo,attn,OB,HM276114.1.1357,OB,0.1030314260855297,0.1030314260855297,0.1030314260855297
lodo,attn,OB,JN809769.1.1265,OB,0.1063514471264944,0.1063514471264944,0.1063514471264944
lodo,attn,OB,FJ370119.1.1270,OB,0.1123686556319492,0.1123686556319492,0.1123686556319492
lodo,attn,OB,FJ369308.1.1240,OB,0.113844901671862,0.113844901671862,0.113844901671862
lodo,attn,OB,GQ006259.1.1327,OB,0.1149368408406287,0.1149368408406287,0.1149368408406287
lodo,attn,OB,GQ491615.1.1357,OB,0.1164988863871767,0.1164988863871767,0.1164988863871767
lodo,attn,OB,ABIK02000013.103269.104574,OB,0.1175461179728837,0.1175461179728837,0.1175461179728837
lodo,attn,OB,GQ014650.1.1368,OB,0.1216550750698416,0.1216550750698416,0.1216550750698416
lodo,attn,OB,DQ807376.1.1287,OB,0.1223905036702225,0.1223905036702225,0.1223905036702225
lodo,attn,OB,DQ794427.1.1242,OB,0.1230353269555279,0.1230353269555279,0.1230353269555279
lodo,attn,OB,DQ806009.1.1283,OB,0.1240242403839217,0.1240242403839217,0.1240242403839217
lodo,attn,OB,KF096013.1.1247,OB,0.1373524784124729,0.1373524784124729,0.1373524784124729
lodo,attn,OB,DQ799308.1.1322,OB,0.1446476099259333,0.1446476099259333,0.1446476099259333
lodo,attn,OB,ACCF01000268.3369.4627,OB,0.1498129047342863,0.1498129047342863,0.1498129047342863
lodo,attn,OB,GQ014215.1.1357,OB,0.1559101246146069,0.1559101246146069,0.1559101246146069
lodo,attn,OB,GQ047146.1.1361,OB,0.1584093648004016,0.1584093648004016,0.1584093648004016
lodo,attn,OB,DQ809347.1.1291,OB,0.1598634047203517,0.1598634047203517,0.1598634047203517
lodo,attn,OB,JQ467834.1.1286,OB,0.1734611881449494,0.1734611881449494,0.1734611881449494
lodo,attn,OB,JQ460118.1.1339,OB,0.2062576989538518,0.2062576989538518,0.2062576989538518
lodo,attn,PD,FJ372109.1.1318,Ctrl,-0.3625609078463356,-0.3625609078463356,-0.3625609078463356
lodo,attn,PD,FJ367022.1.1341,Ctrl,-0.3331143113658531,-0.3331143113658531,-0.3331143113658531
lodo,attn,PD,FJ368827.1.1353,Ctrl,-0.2206733084415301,-0.2206733084415301,-0.2206733084415301
lodo,attn,PD,DQ807821.1.1392,Ctrl,-0.1987979214967348,-0.1987979214967348,-0.1987979214967348
lodo,attn,PD,JF110835.1.1384,Ctrl,-0.1573865152600467,-0.1573865152600467,-0.1573865152600467
lodo,attn,PD,DQ325765.1.1359,Ctrl,-0.1361352804791724,-0.1361352804791724,-0.1361352804791724
lodo,attn,PD,DQ805248.1.1377,Ctrl,-0.1056444818515104,-0.1056444818515104,-0.1056444818515104
lodo,attn,PD,KY003111.1.1207,Ctrl,-0.0939868256121436,-0.0939868256121436,-0.0939868256121436
lodo,attn,PD,EF071253.1.1234,Ctrl,-0.0936695629358743,-0.0936695629358743,-0.0936695629358743
lodo,attn,PD,DQ809296.1.1377,Ctrl,-0.0935979599931446,-0.0935979599931446,-0.0935979599931446
lodo,attn,PD,DQ807031.1.1284,Ctrl,-0.0876834335166695,-0.0876834335166695,-0.0876834335166695
lodo,attn,PD,DQ806238.1.1362,Ctrl,-0.0859721910951667,-0.0859721910951667,-0.0859721910951667
lodo,attn,PD,FJ362793.1.1323,Ctrl,-0.085851226385545,-0.085851226385545,-0.085851226385545
lodo,attn,PD,DQ808682.1.1283,Ctrl,-0.0854701863816404,-0.0854701863816404,-0.0854701863816404
lodo,attn,PD,DQ794415.1.1290,Ctrl,-0.0854317928841807,-0.0854317928841807,-0.0854317928841807
lodo,attn,PD,JQ455365.1.1268,Ctrl,-0.0847828721866611,-0.0847828721866611,-0.0847828721866611
lodo,attn,PD,HQ754370.1.1215,Ctrl,-0.0837809218835991,-0.0837809218835991,-0.0837809218835991
lodo,attn,PD,DQ801117.1.1376,Ctrl,-0.0836234815034363,-0.0836234815034363,-0.0836234815034363
lodo,attn,PD,DQ326080.1.1350,Ctrl,-0.0824603630213792,-0.0824603630213792,-0.0824603630213792
lodo,attn,PD,DQ806588.1.1403,Ctrl,-0.0816529369591919,-0.0816529369591919,-0.0816529369591919
lodo,attn,PD,JQ460078.1.1253,Ctrl,-0.0815967320358133,-0.0815967320358133,-0.0815967320358133
lodo,attn,PD,FJ484858.1.1244,Ctrl,-0.0811853888832448,-0.0811853888832448,-0.0811853888832448
lodo,attn,PD,DQ797516.1.1343,Ctrl,-0.0810494106577626,-0.0810494106577626,-0.0810494106577626
lodo,attn,PD,DQ326193.1.1349,Ctrl,-0.0799385241078121,-0.0799385241078121,-0.0799385241078121
lodo,attn,PD,DQ793873.1.1280,Ctrl,-0.0795630431748817,-0.0795630431748817,-0.0795630431748817
lodo,attn,PD,DQ793359.1.1288,Ctrl,-0.0785462789327824,-0.0785462789327824,-0.0785462789327824
