sample_file_name	sample_name	category
GCF_025685415.1_genomic.fna	GCF_025685415.1	geome
GCF_026013905.1_genomic.fna	GCF_026013905.1	geome
GCF_026015465.1_genomic.fna	GCF_026015465.1	geome
GCF_026015965.1_genomic.fna	GCF_026015965.1	geome
GCF_026095235.1_genomic.fna	GCF_026095235.1	geome
GCF_026723765.1_genomic.fna	GCF_026723765.1	geome
GCF_026782865.1_genomic.fna	GCF_026782865.1	geome
GCF_026914305.1_genomic.fna	GCF_026914305.1	geome
GCF_027158485.1_genomic.fna	GCF_027158485.1	geome
GCF_027498055.1_genomic.fna	GCF_027498055.1	geome
GCF_027667425.1_genomic.fna	GCF_027667425.1	geome
GCF_027921985.1_genomic.fna	GCF_027921985.1	geome
GCF_028206795.1_genomic.fna	GCF_028206795.1	geome
GCF_028765545.1_genomic.fna	GCF_028765545.1	geome
GCF_029011175.1_genomic.fna	GCF_029011175.1	geome
GCF_029023785.1_genomic.fna	GCF_029023785.1	geome
GCF_029023825.1_genomic.fna	GCF_029023825.1	geome
GCF_029664245.1_genomic.fna	GCF_029664245.1	geome
GCF_029814935.1_genomic.fna	GCF_029814935.1	geome
GCF_030056705.1_genomic.fna	GCF_030056705.1	geome
GCF_030062225.1_genomic.fna	GCF_030062225.1	geome
GCF_030067755.1_genomic.fna	GCF_030067755.1	geome
GCF_030296915.1_genomic.fna	GCF_030296915.1	geome
GCF_030296935.1_genomic.fna	GCF_030296935.1	geome
GCF_030372275.1_genomic.fna	GCF_030372275.1	geome
GCF_030373965.1_genomic.fna	GCF_030373965.1	geome
GCF_030440575.1_genomic.fna	GCF_030440575.1	geome
GCF_030644365.1_genomic.fna	GCF_030644365.1	geome
GCF_030644385.1_genomic.fna	GCF_030644385.1	geome
GCF_030811115.1_genomic.fna	GCF_030811115.1	geome
GCF_031191185.1_genomic.fna	GCF_031191185.1	geome
GCF_031191205.1_genomic.fna	GCF_031191205.1	geome
GCF_031191545.1_genomic.fna	GCF_031191545.1	geome
GCF_031191795.1_genomic.fna	GCF_031191795.1	geome
GCF_900002575.1_genomic.fna	GCF_900002575.1	geome
GCF_900015215.1_genomic.fna	GCF_900015215.1	geome
GCF_900048895.1_genomic.fna	GCF_900048895.1	geome
GCF_900059565.1_genomic.fna	GCF_900059565.1	geome
GCF_900078395.1_genomic.fna	GCF_900078395.1	geome
GCF_900078545.1_genomic.fna	GCF_900078545.1	geome
GCF_900083545.1_genomic.fna	GCF_900083545.1	geome
GCF_900086585.1_genomic.fna	GCF_900086585.1	geome
GCF_900086595.1_genomic.fna	GCF_900086595.1	geome
GCF_900087015.1_genomic.fna	GCF_900087015.1	geome
GCF_900091655.1_genomic.fna	GCF_900091655.1	geome
GCF_900092335.1_genomic.fna	GCF_900092335.1	geome
GCF_900095705.1_genomic.fna	GCF_900095705.1	geome
GCF_900095825.1_genomic.fna	GCF_900095825.1	geome
GCF_900100535.1_genomic.fna	GCF_900100535.1	geome
GCF_900102365.1_genomic.fna	GCF_900102365.1	geome
GCF_900104665.1_genomic.fna	GCF_900104665.1	geome
GCF_900104675.1_genomic.fna	GCF_900104675.1	geome
GCF_900105895.1_genomic.fna	GCF_900105895.1	geome
GCF_900106055.1_genomic.fna	GCF_900106055.1	geome
GCF_900106585.1_genomic.fna	GCF_900106585.1	geome
GCF_900106755.1_genomic.fna	GCF_900106755.1	geome
GCF_900106855.1_genomic.fna	GCF_900106855.1	geome
GCF_900107675.1_genomic.fna	GCF_900107675.1	geome
GCF_900108035.1_genomic.fna	GCF_900108035.1	geome
GCF_900108345.1_genomic.fna	GCF_900108345.1	geome
GCF_900116045.1_genomic.fna	GCF_900116045.1	geome
GCF_900116375.1_genomic.fna	GCF_900116375.1	geome
GCF_900119495.1_genomic.fna	GCF_900119495.1	geome
GCF_900119705.1_genomic.fna	GCF_900119705.1	geome
GCF_900119895.1_genomic.fna	GCF_900119895.1	geome
GCF_900119915.1_genomic.fna	GCF_900119915.1	geome
GCF_900120005.1_genomic.fna	GCF_900120005.1	geome
GCF_900120155.1_genomic.fna	GCF_900120155.1	geome
GCF_900120195.1_genomic.fna	GCF_900120195.1	geome
GCF_900120295.1_genomic.fna	GCF_900120295.1	geome
GCF_900120375.1_genomic.fna	GCF_900120375.1	geome
GCF_900120385.1_genomic.fna	GCF_900120385.1	geome
GCF_900120405.1_genomic.fna	GCF_900120405.1	geome
GCF_900128445.1_genomic.fna	GCF_900128445.1	geome
GCF_900128455.1_genomic.fna	GCF_900128455.1	geome
GCF_900128475.1_genomic.fna	GCF_900128475.1	geome
GCF_900128485.1_genomic.fna	GCF_900128485.1	geome
GCF_900128505.1_genomic.fna	GCF_900128505.1	geome
GCF_900129655.1_genomic.fna	GCF_900129655.1	geome
GCF_900130125.1_genomic.fna	GCF_900130125.1	geome
GCF_900142015.1_genomic.fna	GCF_900142015.1	geome
GCF_900143685.1_genomic.fna	GCF_900143685.1	geome
GCF_900148495.1_genomic.fna	GCF_900148495.1	geome
GCF_900155395.1_genomic.fna	GCF_900155395.1	geome
GCF_900155425.1_genomic.fna	GCF_900155425.1	geome
GCF_900155525.1_genomic.fna	GCF_900155525.1	geome
GCF_900155555.1_genomic.fna	GCF_900155555.1	geome
GCF_900155605.1_genomic.fna	GCF_900155605.1	geome
GCF_900155615.1_genomic.fna	GCF_900155615.1	geome
GCF_900155635.1_genomic.fna	GCF_900155635.1	geome
GCF_900155655.1_genomic.fna	GCF_900155655.1	geome
GCF_900155865.1_genomic.fna	GCF_900155865.1	geome
GCF_900155935.1_genomic.fna	GCF_900155935.1	geome
GCF_900156025.1_genomic.fna	GCF_900156025.1	geome
GCF_900168205.1_genomic.fna	GCF_900168205.1	geome
GCF_900169485.1_genomic.fna	GCF_900169485.1	geome
GCF_900176115.1_genomic.fna	GCF_900176115.1	geome
GCF_900176655.1_genomic.fna	GCF_900176655.1	geome
GCF_900184265.1_genomic.fna	GCF_900184265.1	geome
GCF_900186535.1_genomic.fna	GCF_900186535.1	geome
GCF_900186995.1_genomic.fna	GCF_900186995.1	geome
GCF_900187105.1_genomic.fna	GCF_900187105.1	geome
GCF_900187185.1_genomic.fna	GCF_900187185.1	geome
GCF_900187285.1_genomic.fna	GCF_900187285.1	geome
GCF_900198605.1_genomic.fna	GCF_900198605.1	geome
GCF_900199375.1_genomic.fna	GCF_900199375.1	geome
GCF_900199435.1_genomic.fna	GCF_900199435.1	geome
GCF_900199515.1_genomic.fna	GCF_900199515.1	geome
GCF_900199545.1_genomic.fna	GCF_900199545.1	geome
GCF_900199635.1_genomic.fna	GCF_900199635.1	geome
GCF_900199705.1_genomic.fna	GCF_900199705.1	geome
GCF_900209925.1_genomic.fna	GCF_900209925.1	geome
GCF_900215725.1_genomic.fna	GCF_900215725.1	geome
GCF_900232825.1_genomic.fna	GCF_900232825.1	geome
GCF_900232945.1_genomic.fna	GCF_900232945.1	geome
GCF_900240215.1_genomic.fna	GCF_900240215.1	geome
GCF_900240245.1_genomic.fna	GCF_900240245.1	geome
GCF_900240275.1_genomic.fna	GCF_900240275.1	geome
GCF_900240295.1_genomic.fna	GCF_900240295.1	geome
GCF_900240315.1_genomic.fna	GCF_900240315.1	geome
GCF_900241005.1_genomic.fna	GCF_900241005.1	geome
GCF_900258045.1_genomic.fna	GCF_900258045.1	geome
GCF_900258475.1_genomic.fna	GCF_900258475.1	geome
GCF_900258485.1_genomic.fna	GCF_900258485.1	geome
GCF_900289145.1_genomic.fna	GCF_900289145.1	geome
GCF_900290275.1_genomic.fna	GCF_900290275.1	geome
GCF_900291955.1_genomic.fna	GCF_900291955.1	geome
GCF_900292045.1_genomic.fna	GCF_900292045.1	geome
GCF_900312975.1_genomic.fna	GCF_900312975.1	geome
GCF_900343085.1_genomic.fna	GCF_900343085.1	geome
GCF_900447045.1_genomic.fna	GCF_900447045.1	geome
GCF_900454685.1_genomic.fna	GCF_900454685.1	geome
GCF_900456775.1_genomic.fna	GCF_900456775.1	geome
GCF_900459175.1_genomic.fna	GCF_900459175.1	geome
GCF_900459225.1_genomic.fna	GCF_900459225.1	geome
GCF_900459405.1_genomic.fna	GCF_900459405.1	geome
GCF_900460315.1_genomic.fna	GCF_900460315.1	geome
GCF_900460345.1_genomic.fna	GCF_900460345.1	geome
GCF_900461125.1_genomic.fna	GCF_900461125.1	geome
GCF_900537995.1_genomic.fna	GCF_900537995.1	geome
GCF_900604335.1_genomic.fna	GCF_900604335.1	geome
GCF_900604345.1_genomic.fna	GCF_900604345.1	geome
GCF_900604355.1_genomic.fna	GCF_900604355.1	geome
GCF_900604385.1_genomic.fna	GCF_900604385.1	geome
GCF_900604485.1_genomic.fna	GCF_900604485.1	geome
GCF_900604945.1_genomic.fna	GCF_900604945.1	geome
GCF_900604965.1_genomic.fna	GCF_900604965.1	geome
GCF_900605495.1_genomic.fna	GCF_900605495.1	geome
GCF_900609065.1_genomic.fna	GCF_900609065.1	geome
GCF_900625105.1_genomic.fna	GCF_900625105.1	geome
GCF_900626145.1_genomic.fna	GCF_900626145.1	geome
GCF_900626155.1_genomic.fna	GCF_900626155.1	geome
GCF_900626285.1_genomic.fna	GCF_900626285.1	geome
GCF_900636365.1_genomic.fna	GCF_900636365.1	geome
GCF_900636965.1_genomic.fna	GCF_900636965.1	geome
GCF_900637905.1_genomic.fna	GCF_900637905.1	geome
GCF_900638025.1_genomic.fna	GCF_900638025.1	geome
GCF_900638555.1_genomic.fna	GCF_900638555.1	geome
GCF_900660445.2_genomic.fna	GCF_900660445.2	geome
GCF_901212655.1_genomic.fna	GCF_901212655.1	geome
GCF_901212675.1_genomic.fna	GCF_901212675.1	geome
GCF_901447155.2_genomic.fna	GCF_901447155.2	geome
GCF_901875305.1_genomic.fna	GCF_901875305.1	geome
GCF_902500265.1_genomic.fna	GCF_902500265.1	geome
GCF_902506425.1_genomic.fna	GCF_902506425.1	geome
GCF_902506605.1_genomic.fna	GCF_902506605.1	geome
GCF_902859735.1_genomic.fna	GCF_902859735.1	geome
GCF_903819165.1_genomic.fna	GCF_903819165.1	geome
GCF_920984675.1_genomic.fna	GCF_920984675.1	geome
GCF_928097925.1_genomic.fna	GCF_928097925.1	geome
GCF_928368155.1_genomic.fna	GCF_928368155.1	geome
GCF_928381705.1_genomic.fna	GCF_928381705.1	geome
GCF_940670685.1_genomic.fna	GCF_940670685.1	geome
GCF_940677205.1_genomic.fna	GCF_940677205.1	geome
GCF_943193095.1_genomic.fna	GCF_943193095.1	geome
GCF_947568225.1_genomic.fna	GCF_947568225.1	geome
GCF_949152215.1_genomic.fna	GCF_949152215.1	geome
GCF_949152225.1_genomic.fna	GCF_949152225.1	geome
GCF_951230135.1_genomic.fna	GCF_951230135.1	geome
GCF_951793255.1_genomic.fna	GCF_951793255.1	geome
GCF_958301595.1_genomic.fna	GCF_958301595.1	geome
