"KO","r2","F","p_value","description"
"K02172",0.0207246853523134,23.4912494953926,0.001,"blaR1; bla regulator protein blaR1"
"K02182",0.0032466904387321,3.61556500733255,0.001,"caiC; carnitine-CoA ligase [EC:6.2.1.48]"
"K02188",0.0108763912485015,12.2055465859069,0.001,"cbiD; cobalt-precorrin-5B (C1)-methyltransferase [EC:2.1.1.195]"
"K02189",0.00840270173165991,9.40603502896847,0.001,"cbiG; cobalt-precorrin 5A hydrolase [EC:3.7.1.12]"
"K02190",0.015916798851633,17.9534075012108,0.001,"cbiK; sirohydrochlorin cobaltochelatase [EC:4.99.1.3]"
"K02191",0.003344561035559,3.72492097502409,0.001,"cbiT; cobalt-precorrin-6B (C15)-methyltransferase [EC:2.1.1.196]"
"K02192",0.0118586997278134,13.3211279543189,0.001,"bfd; bacterioferritin-associated ferredoxin"
"K02193",0.0134575272032463,15.1416240126551,0.001,"ccmA; heme exporter protein A [EC:7.6.2.5]"
"K02194",0.0139932564842329,15.7529497639284,0.001,"ccmB; heme exporter protein B"
"K02195",0.0138655801496686,15.6071968043343,0.001,"ccmC; heme exporter protein C"
"K02196",0.0122572507607985,13.7743844285021,0.001,"ccmD; heme exporter protein D"
"K02197",0.0137046697721004,15.4235582191354,0.001,"ccmE; cytochrome c-type biogenesis protein CcmE"
"K02198",0.0139335255139266,15.6847572862867,0.001,"ccmF; cytochrome c-type biogenesis protein CcmF"
"K02199",0.0093779985475044,10.5081235551672,0.001,"ccmG, dsbE; cytochrome c biogenesis protein CcmG, thiol:disulfide interchange protein DsbE"
"K02200",0.0169866530955773,19.1810060315734,0.001,"ccmH; cytochrome c-type biogenesis protein CcmH"
"K02203",0.0124843396584563,14.0328073542588,0.001,"thrH; phosphoserine / homoserine phosphotransferase [EC:3.1.3.3 2.7.1.39]"
"K02204",0.018072309620262,20.4294714112125,0.001,"thrB2; homoserine kinase type II [EC:2.7.1.39]"
"K02217",0.00863390566723267,9.66710012114997,0.001,"ftnA, ftn; ferritin [EC:1.16.3.2]"
"K02221",0.0276023888481083,31.5083575587007,0.001,"yggT; YggT family protein"
"K02224",0.00628017800660969,7.01505337123397,0.001,"cobB-cbiA; cobyrinic acid a,c-diamide synthase [EC:6.3.5.9 6.3.5.11]"
"K02226",0.00287702046377,3.20270696827188,0.001,"cobC, phpB; alpha-ribazole phosphatase [EC:3.1.3.73]"
"K02227",0.00660288574709286,7.37791873372318,0.001,"cbiB, cobD; adenosylcobinamide-phosphate synthase [EC:6.3.1.10]"
"K02230",0.00434672254189628,4.84592591692432,0.001,"cobN; cobaltochelatase CobN [EC:6.6.1.2]"
"K02231",0.00699230346010394,7.81610944986622,0.001,"cobP, cobU; adenosylcobinamide kinase / adenosylcobinamide-phosphate guanylyltransferase [EC:2.7.1.156 2.7.7.62]"
"K02232",0.0072651583004604,8.12334308696681,0.001,"cobQ, cbiP; adenosylcobyric acid synthase [EC:6.3.5.10]"
"K02233",0.00665727327369931,7.43909743836309,0.001,"E2.7.8.26, cobS, cobV; adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]"
"K02234",0.013614854464852,15.3210827681176,0.001,"cobW; cobalamin biosynthesis protein CobW"
"K02237",0.0150093163741523,16.9142119334375,0.001,"comEA; competence protein ComEA"
"K02240",0.00950210867123134,10.6485240578527,0.001,"comFA; competence protein ComFA"
"K02241",0.00372182978236743,4.14666423688215,0.001,"comFB; competence protein ComFB"
"K02243",0.0107940398521951,12.1121229740127,0.001,"comGA; competence protein ComGA"
"K02244",0.0117721206135096,13.2227132562866,0.001,"comGB; competence protein ComGB"
"K02245",0.00871545198126863,9.75920760446008,0.001,"comGC; competence protein ComGC"
"K02246",0.00967804447283199,10.84761304633,0.001,"comGD; competence protein ComGD"
"K02248",0.00923516602024491,10.3465867286538,0.001,"comGF; competence protein ComGF"
"K02257",0.0377450679469644,43.5404631616076,0.001,"COX10, ctaB, cyoE; heme o synthase [EC:2.5.1.141]"
"K02258",0.0204211580002255,23.1400316221362,0.001,"COX11, ctaG; cytochrome c oxidase assembly protein subunit 11"
"K02259",0.0365229682993407,42.0772820507294,0.001,"COX15, ctaA; heme a synthase [EC:1.17.99.9]"
"K02274",0.0314097986056132,35.9954874641918,0.001,"coxA, ctaD; cytochrome c oxidase subunit I [EC:7.1.1.9]"
"K02275",0.0354937649482887,40.847925768451,0.001,"coxB, ctaC; cytochrome c oxidase subunit II [EC:7.1.1.9]"
"K02276",0.0347865782372378,40.0047294957991,0.001,"coxC, ctaE; cytochrome c oxidase subunit III [EC:7.1.1.9]"
"K02278",0.00793041741327044,8.87313096101364,0.001,"cpaA, tadV; prepilin peptidase CpaA [EC:3.4.23.43]"
"K02279",0.00610063772276615,6.81327318367023,0.001,"cpaB, rcpC; pilus assembly protein CpaB"
"K02280",0.0129862916474788,14.6044412622819,0.001,"cpaC, rcpA; pilus assembly protein CpaC"
"K02282",0.0124516794900294,13.9956333749779,0.001,"cpaE, tadZ; pilus assembly protein CpaE"
"K02283",0.00554152484507912,6.18536895377112,0.001,"cpaF, tadA; pilus assembly protein CpaF [EC:7.4.2.8]"
"K02291",0.0222848969958588,25.3000445522405,0.001,"crtB; 15-cis-phytoene synthase [EC:2.5.1.32]"
"K02297",0.0165873935509406,18.7225654021528,0.001,"cyoA; cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3]"
"K02298",0.016927228510959,19.1127495258615,0.001,"cyoB; cytochrome o ubiquinol oxidase subunit I [EC:7.1.1.3]"
"K02299",0.0168626001468325,19.0385252008311,0.001,"cyoC; cytochrome o ubiquinol oxidase subunit III"
"K02300",0.0166854806855534,18.8351572128486,0.001,"cyoD; cytochrome o ubiquinol oxidase subunit IV"
"K02302",0.0146706608543201,16.5268940052212,0.001,"cysG; uroporphyrin-III C-methyltransferase / precorrin-2 dehydrogenase / sirohydrochlorin ferrochelatase [EC:2.1.1.107 1.3.1.76 4.99.1.4]"
"K02303",0.0109616583126115,12.3022942732837,0.001,"cobA; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"K02315",0.0178338357415398,20.154998607649,0.001,"dnaC; DNA replication protein DnaC"
"K02334",0.00531819177669057,5.93475503756398,0.001,"dpo; DNA polymerase bacteriophage-type [EC:2.7.7.7]"
"K02336",0.00995725960798459,11.1637182052227,0.001,"polB; DNA polymerase II [EC:2.7.7.7]"
"K02339",0.0212858425309664,24.1411499251968,0.001,"holC; DNA polymerase III subunit chi [EC:2.7.7.7]"
"K02341",0.00548153385555306,6.11803881656649,0.001,"holB; DNA polymerase III subunit delta' [EC:2.7.7.7]"
"K02344",0.00914852654120719,10.2486242719023,0.001,"holD; DNA polymerase III subunit psi [EC:2.7.7.7]"
"K02348",0.0146468961363036,16.4997244617661,0.001,"elaA; ElaA protein"
"K02351",0.0161108175049361,18.1758349910192,0.001,"K02351; putative membrane protein"
"K02361",0.00796325486911102,8.91016683413979,0.001,"entC; isochorismate synthase [EC:5.4.4.2]"
"K02362",0.00917972035723219,10.28389285714,0.001,"entD, pptT; enterobactin synthetase component D / holo-[acyl-carrier protein] synthase [EC:6.3.2.14 2.7.8.7]"
"K02363",0.00847451340385815,9.4871085064846,0.001,"entE, dhbE, vibE, mxcE; 2,3-dihydroxybenzoate---[aryl-carrier protein] ligase [EC:6.3.2.14 6.2.1.71]"
"K02371",0.0193984621865435,21.9582492957087,0.001,"fabK; enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9]"
"K02377",0.0132632044966668,14.9200445938477,0.001,"TSTA3, fcl; GDP-L-fucose synthase [EC:1.1.1.271]"
"K02379",0.016551884679637,18.6818111786326,0.001,"fdhD; FdhD protein"
"K02380",0.00572760862693115,6.39426944875116,0.001,"fdhE; FdhE protein"
"K02381",0.00528412431369344,5.89653601753655,0.001,"fdrA; FdrA protein"
"K02385",0.0031722065364798,3.53235461388792,0.001,"flbD; flagellar protein FlbD"
"K02386",0.018004212025049,20.3510805163598,0.001,"flgA; flagellar basal body P-ring formation protein FlgA"
"K02387",0.0112735840323322,12.6563608231723,0.001,"flgB; flagellar basal-body rod protein FlgB"
"K02388",0.0112735840323322,12.6563608231723,0.001,"flgC; flagellar basal-body rod protein FlgC"
"K02389",0.0110712261797786,12.4266391927112,0.001,"flgD; flagellar basal-body rod modification protein FlgD"
"K02390",0.0131230371205629,14.7602707852492,0.001,"flgE; flagellar hook protein FlgE"
"K02391",0.00717091112137293,8.01720198761926,0.001,"flgF; flagellar basal-body rod protein FlgF"
"K02392",0.014601831898755,16.4482073666213,0.001,"flgG; flagellar basal-body rod protein FlgG"
"K02393",0.0180371361369744,20.3889799185261,0.001,"flgH; flagellar L-ring protein FlgH"
"K02394",0.0180371361369744,20.3889799185261,0.001,"flgI; flagellar P-ring protein FlgI"
"K02395",0.00956768606097303,10.722723176754,0.001,"flgJ; peptidoglycan hydrolase FlgJ"
"K02396",0.0114267189983169,12.8302659316059,0.001,"flgK; flagellar hook-associated protein 1"
"K02397",0.00846623437330946,9.47776110119042,0.001,"flgL; flagellar hook-associated protein 3 FlgL"
"K02398",0.00794906687683693,8.89416454204731,0.001,"flgM; negative regulator of flagellin synthesis FlgM"
"K02399",0.00633526575954203,7.07697953924763,0.001,"flgN; flagellar biosynthesis protein FlgN"
"K02400",0.0111947057122514,12.5668050245926,0.001,"flhA; flagellar biosynthesis protein FlhA"
"K02401",0.0107544916173914,12.067262973801,0.001,"flhB; flagellar biosynthesis protein FlhB"
"K02402",0.00714209626649896,7.98475474285168,0.001,"flhC; flagellar transcriptional activator FlhC"
"K02403",0.00714209626649896,7.98475474285168,0.001,"flhD; flagellar transcriptional activator FlhD"
"K02404",0.00587616082603905,6.56109255193303,0.001,"flhF; flagellar biosynthesis protein FlhF"
"K02405",0.00791138303900297,8.8516640783497,0.001,"fliA, whiG; RNA polymerase sigma factor FliA"
"K02406",0.010062926010215,11.2833918082493,0.001,"fliC, hag; flagellin"
"K02407",0.00777244425273035,8.69499448040745,0.001,"fliD; flagellar hook-associated protein 2"
"K02408",0.0112735840323322,12.6563608231723,0.001,"fliE; flagellar hook-basal body complex protein FliE"
"K02409",0.0113419492675329,12.7339919779486,0.001,"fliF; flagellar M-ring protein FliF"
"K02410",0.0112505390276059,12.6301948203956,0.001,"fliG; flagellar motor switch protein FliG"
"K02411",0.00810852548039802,9.07404037079858,0.001,"fliH; flagellar assembly protein FliH"
"K02412",0.007308489923154,8.1721498898212,0.001,"fliI; flagellum-specific ATP synthase [EC:7.4.2.8]"
"K02413",0.00755684411630303,8.45196716745695,0.001,"fliJ; flagellar protein FliJ"
"K02414",0.00964547747767552,10.8107548930575,0.001,"fliK; flagellar hook-length control protein FliK"
"K02415",0.0164933889364973,18.6146808913823,0.001,"fliL; flagellar protein FliL"
"K02416",0.0107287489457892,12.0380647038266,0.001,"fliM; flagellar motor switch protein FliM"
"K02417",0.0113252973635843,12.7150821600435,0.001,"fliN; flagellar motor switch protein FliN"
"K02418",0.00911482784188329,10.210526091994,0.001,"fliO, fliZ; flagellar protein FliO/FliZ"
"K02419",0.0112735840323322,12.6563608231723,0.001,"fliP; flagellar biosynthesis protein FliP"
"K02420",0.0110870770693208,12.4446301201878,0.001,"fliQ; flagellar biosynthesis protein FliQ"
"K02421",0.0114743664752234,12.884386965347,0.001,"fliR; flagellar biosynthesis protein FliR"
"K02422",0.00762786970995891,8.53201648818952,0.001,"fliS; flagellar secretion chaperone FliS"
"K02423",0.0105240175741364,11.8059050596174,0.001,"fliT; flagellar protein FliT"
"K02424",0.00857839639899316,9.60441044283971,0.001,"tcyA, tcyJ, fliY; L-cystine transport system substrate-binding protein"
"K02426",0.0162116247512966,18.2914373931183,0.001,"sufE; cysteine desulfuration protein SufE"
"K02427",0.020759826855473,23.5319265299118,0.001,"rlmE, rrmJ, ftsJ; 23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]"
"K02429",0.0115469997978397,12.9668985505437,0.001,"fucP; MFS transporter, FHS family, L-fucose permease"
"K02431",0.0048534035840625,5.41355213162752,0.001,"fucU, FUOM; L-fucose mutarotase [EC:5.1.3.29]"
"K02433",0.0103094824246034,11.5627312660778,0.001,"gatA, QRSL1; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]"
"K02434",0.0104471477664918,11.7187616554608,0.001,"gatB, PET112; aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]"
"K02437",0.0114831223444275,12.8943330057696,0.001,"gcvH, GCSH; glycine cleavage system H protein"
"K02439",0.00998283353573391,11.1926798847731,0.001,"glpE; thiosulfate sulfurtransferase [EC:2.8.1.1]"
"K02440",0.0121807804806004,13.6873894193358,0.001,"glpF; glycerol uptake facilitator"
"K02441",0.00914684266670391,10.2467205003073,0.001,"glpG; rhomboid protease GlpG [EC:3.4.21.105]"
"K02442",0.0107555121513952,12.0684205317258,0.001,"glpM; membrane protein GlpM"
"K02443",0.0075197821697284,8.41020108858832,0.001,"glpP; glycerol uptake operon antiterminator"
"K02444",0.0130148912238713,14.637028593482,0.001,"glpR; DeoR family transcriptional regulator, glycerol-3-phosphate regulon repressor"
"K02445",0.00450647052708578,5.02482651767082,0.001,"glpT; MFS transporter, OPA family, glycerol-3-phosphate transporter"
"K02446",0.0104634762522419,11.7372712994969,0.001,"glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]"
"K02452",0.00873834417899241,9.78506732478011,0.001,"gspC; general secretion pathway protein C"
"K02453",0.0133372401610869,15.0044545932021,0.001,"gspD; general secretion pathway protein D"
"K02454",0.00886297432198417,9.92587426614653,0.001,"gspE; general secretion pathway protein E [EC:7.4.2.8]"
"K02455",0.00952478564166259,10.6741813515189,0.001,"gspF; general secretion pathway protein F"
"K02456",0.0120754474536078,13.5675812884256,0.001,"gspG; general secretion pathway protein G"
"K02457",0.00934772205478365,10.4738783847864,0.001,"gspH; general secretion pathway protein H"
"K02458",0.0123996316634054,13.9363973401123,0.001,"gspI; general secretion pathway protein I"
"K02459",0.0121012165969389,13.5968893253731,0.001,"gspJ; general secretion pathway protein J"
"K02460",0.00983198991590857,11.0218757781638,0.001,"gspK; general secretion pathway protein K"
"K02461",0.0116654599589365,13.1014955258789,0.001,"gspL; general secretion pathway protein L"
"K02462",0.00876055784153226,9.81016169304753,0.001,"gspM; general secretion pathway protein M"
"K02463",0.00803912631096819,8.99574816090183,0.001,"gspN; general secretion pathway protein N"
"K02471",0.00785499095654679,8.78807017350532,0.001,"bacA, bclA; vitamin B12/bleomycin/antimicrobial peptide transport system ATP-binding/permease protein"
"K02472",0.00502564856582458,5.60664694524473,0.001,"wecC; UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase [EC:1.1.1.336]"
"K02473",0.00516941425857186,5.76786631739746,0.001,"wbpP; UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase [EC:5.1.3.7 5.1.3.45]"
"K02474",0.0056728070838683,6.33274027699746,0.001,"wbpO; UDP-N-acetyl-D-glucosamine/UDP-N-acetyl-D-galactosamine dehydrogenase [EC:1.1.1.136 1.1.1.-]"
"K02477",0.0148589905590968,16.7422524923188,0.001,"K02477; two-component system, LytTR family, response regulator"
"K02481",0.0135308569660248,15.2252620757041,0.001,"flgR; two-component system, NtrC family, response regulator"
"K02482",0.00964733176546774,10.8128534441765,0.001,"flgS; two-component system, NtrC family, sensor kinase [EC:2.7.13.3]"
"K02484",0.00678129480568274,7.57863015964363,0.001,"K02484; two-component system, OmpR family, sensor kinase [EC:2.7.13.3]"
"K02492",0.0127133955193503,14.2935890778162,0.001,"hemA; glutamyl-tRNA reductase [EC:1.2.1.70]"
"K02494",0.0126493246285584,14.2206317248101,0.001,"lolB; outer membrane lipoprotein LolB"
"K02495",0.00396223901620793,4.41558089489177,0.001,"hemN, hemZ; oxygen-independent coproporphyrinogen III oxidase [EC:1.3.98.3]"
"K02496",0.0108712734663701,12.1997402602588,0.001,"hemX; uroporphyrin-III C-methyltransferase [EC:2.1.1.107]"
"K02498",0.0155072028516786,17.4841250390275,0.001,"hemY; HemY protein"
"K02499",0.00455826062013218,5.08283818950444,0.001,"yabN; tetrapyrrole methylase family protein / MazG family protein"
"K02500",0.020430311499376,23.1506201452791,0.001,"hisF; imidazole glycerol-phosphate synthase subunit HisF [EC:4.3.2.10]"
"K02501",0.0203652296224229,23.0753394677659,0.001,"hisH; imidazole glycerol-phosphate synthase subunit HisH [EC:4.3.2.10]"
"K02502",0.0153616515967661,17.3174580291966,0.001,"hisZ; ATP phosphoribosyltransferase regulatory subunit"
"K02505",0.00933097611305381,10.4549382647011,0.001,"hofC; protein transport protein HofC"
"K02507",0.00868853285663897,9.72880047343841,0.001,"hofQ; protein transport protein HofQ"
"K02509",0.00666718364726828,7.45024600681254,0.001,"hpaH; 2-oxo-hept-3-ene-1,7-dioate hydratase [EC:4.2.1.-]"
"K02510",0.00564475188218964,6.30124354559463,0.001,"hpaI, hpcH; 4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52]"
"K02517",0.0205941212305555,23.3401443277407,0.001,"lpxL, htrB; Kdo2-lipid IVA lauroyltransferase/acyltransferase [EC:2.3.1.241 2.3.1.-]"
"K02521",0.0090748769865052,10.1653628726129,0.001,"ilvY; LysR family transcriptional regulator, positive regulator for ilvC"
"K02523",0.0247990135615699,28.2269044393348,0.001,"ispB; octaprenyl-diphosphate synthase [EC:2.5.1.90]"
"K02525",0.00610778865699851,6.82130852007314,0.001,"kdgR; LacI family transcriptional regulator, kdg operon repressor"
"K02526",0.00350597712959598,3.90532659959331,0.001,"kdgT; 2-keto-3-deoxygluconate permease"
"K02527",0.0235073224202118,26.7212734775506,0.001,"kdtA, waaA; 3-deoxy-D-manno-octulosonic-acid transferase [EC:2.4.99.12 2.4.99.13 2.4.99.14 2.4.99.15]"
"K02529",0.00683336317361534,7.63722102763201,0.001,"galR; LacI family transcriptional regulator, galactose operon repressor"
"K02530",0.00615768519734147,6.87737930579683,0.001,"lacR; DeoR family transcriptional regulator, lactose phosphotransferase system repressor"
"K02532",0.00691017537710057,7.72366655905898,0.001,"lacY; MFS transporter, OHS family, lactose permease"
"K02533",0.0213242552669338,24.1856646327252,0.001,"lasT; tRNA/rRNA methyltransferase [EC:2.1.1.-]"
"K02535",0.0186447071870524,21.0888198486264,0.001,"lpxC; UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]"
"K02536",0.0206490033822394,23.4036559246302,0.001,"lpxD; UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase [EC:2.3.1.191]"
"K02548",0.0112375773966707,12.6154783243707,0.001,"menA; 1,4-dihydroxy-2-naphthoate polyprenyltransferase [EC:2.5.1.74]"
"K02549",0.00853659787619545,9.55720969859231,0.001,"menC; o-succinylbenzoate synthase [EC:4.2.1.113]"
"K02551",0.00805134893742494,9.00953624057896,0.001,"menD; 2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]"
"K02552",0.00929372632567596,10.4128100281835,0.001,"menF; menaquinone-specific isochorismate synthase [EC:5.4.4.2]"
"K02553",0.0161021388045989,18.1658836531967,0.001,"rraA, menG; regulator of ribonuclease activity A"
"K02554",0.00579419365490026,6.4690378147991,0.001,"mhpD; 2-keto-4-pentenoate hydratase [EC:4.2.1.80]"
"K02556",0.0113625554053622,12.7573930857165,0.001,"motA; chemotaxis protein MotA"
"K02557",0.00926978896937376,10.3857393682394,0.001,"motB; chemotaxis protein MotB"
"K02558",0.0156062129462077,17.5975271259447,0.001,"mpl; UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase [EC:6.3.2.45]"
"K02560",0.00917283982704619,10.2761133498238,0.001,"lpxM, msbB; lauroyl-Kdo2-lipid IVA myristoyltransferase [EC:2.3.1.243]"
"K02564",0.0116893854327036,13.1286840787214,0.001,"nagB, GNPDA; glucosamine-6-phosphate deaminase [EC:3.5.99.6]"
"K02565",0.00906241974984499,10.1512810925876,0.001,"nagC; N-acetylglucosamine repressor"
"K02566",0.00304857439575917,3.39426524942449,0.003,"nagD; 5'-nucleotidase [EC:3.1.3.5]"
