"KO","r2","F","p_value","description"
"K04654",0.00344165879977121,3.83343464181439,0.001,"hypD; hydrogenase expression/formation protein HypD"
"K04655",0.00323395934234826,3.60134146187218,0.001,"hypE; hydrogenase expression/formation protein HypE"
"K04656",0.00358795016878143,3.99696560074921,0.001,"hypF; hydrogenase maturation protein HypF"
"K04691",0.0111896164609015,12.561027350002,0.001,"hhoB, degS; serine protease DegS [EC:3.4.21.-]"
"K04719",0.0133797238658669,15.0528970976602,0.001,"bluB; 5,6-dimethylbenzimidazole synthase [EC:1.13.11.79]"
"K04720",0.0172965395507368,19.5370828271436,0.001,"cobD; threonine-phosphate decarboxylase [EC:4.1.1.81]"
"K04744",0.020904357014855,23.6992539520892,0.001,"lptD, imp, ostA; LPS-assembly protein"
"K04749",0.013133610105971,14.7723211236257,0.001,"rsbV; anti-sigma B factor antagonist"
"K04750",0.0215822936556675,24.4847837507961,0.001,"phnB; PhnB protein"
"K04751",0.0177210315674008,20.0252124619978,0.001,"glnB; nitrogen regulatory protein P-II 1"
"K04752",0.0117742812677124,13.2251690675754,0.001,"glnK; nitrogen regulatory protein P-II 2"
"K04753",0.00914402385464791,10.2435335942004,0.001,"sufI; suppressor of ftsI"
"K04754",0.0138075510688111,15.5409643452357,0.001,"mlaA, vacJ; phospholipid-binding lipoprotein MlaA"
"K04755",0.0215250458520711,24.4184082530811,0.001,"fdx; ferredoxin, 2Fe-2S"
"K04757",0.0306303855242772,35.0740599088576,0.001,"rsbW; serine/threonine-protein kinase RsbW [EC:2.7.11.1]"
"K04758",0.0219740671785741,24.9392309034721,0.001,"feoA; ferrous iron transport protein A"
"K04760",0.014807491085171,16.6833537159596,0.001,"greB; transcription elongation factor GreB"
"K04761",0.0198673965507549,22.4998230787656,0.001,"oxyR; LysR family transcriptional regulator, hydrogen peroxide-inducible genes activator"
"K04762",0.0072974145511775,8.15967468055377,0.001,"hslR; ribosome-associated heat shock protein Hsp15"
"K04763",0.00627900957400969,7.01373996755666,0.001,"xerD; integrase/recombinase XerD"
"K04764",0.0207270131233675,23.4939438494246,0.001,"ihfA, himA; integration host factor subunit alpha"
"K04765",0.0131581712902949,14.8003152149763,0.001,"mazG; nucleoside triphosphate diphosphatase [EC:3.6.1.9]"
"K04767",0.00356566778640368,3.97205426886041,0.001,"acuB; acetoin utilization protein AcuB"
"K04769",0.0392840238318793,45.388301574112,0.001,"spoVT; AbrB family transcriptional regulator, stage V sporulation protein T"
"K04770",0.0113280897161168,12.7182530970048,0.001,"lonH; Lon-like ATP-dependent protease [EC:3.4.21.-]"
"K04771",0.0209123011319148,23.7084525556407,0.001,"degP, htrA; serine protease Do [EC:3.4.21.107]"
"K04772",0.00838071582884767,9.38121587439328,0.001,"degQ, hhoA; serine protease DegQ [EC:3.4.21.-]"
"K04773",0.018520028284271,20.9451359049178,0.001,"sppA; protease IV [EC:3.4.21.-]"
"K04774",0.0106911409290169,11.9954110613673,0.001,"sohB; serine protease SohB [EC:3.4.21.-]"
"K04775",0.00893291263983484,10.0049059813175,0.001,"ydgD; protease YdgD [EC:3.4.21.-]"
"K04782",0.00895191135758062,10.0263768436566,0.001,"pchB; isochorismate pyruvate lyase [EC:4.2.99.21]"
"K04940",0.00609478053305481,6.8066916836589,0.001,"odh; opine dehydrogenase [EC:1.5.1.28]"
"K05275",0.00736781843582283,8.2389817856561,0.001,"E1.1.1.65; pyridoxine 4-dehydrogenase [EC:1.1.1.65]"
"K05306",0.0102751233289057,11.5237953131449,0.001,"phnX; phosphonoacetaldehyde hydrolase [EC:3.11.1.1]"
"K05311",0.00685759018443545,7.66448500184073,0.001,"cggR; central glycolytic genes regulator"
"K05337",0.00519725372534688,5.79909098234667,0.001,"fer; ferredoxin"
"K05340",0.00588066629827468,6.56615294542035,0.001,"glcU; glucose uptake protein"
"K05341",0.00433319886684698,4.83078348773519,0.001,"E2.4.1.4; amylosucrase [EC:2.4.1.4]"
"K05343",0.0151665653692637,17.09414705868,0.001,"treS; maltose alpha-D-glucosyltransferase / alpha-amylase [EC:5.4.99.16 3.2.1.1]"
"K05346",0.00436951328158356,4.87144558875834,0.001,"deoR; deoxyribonucleoside regulator"
"K05349",0.0131774242687392,14.8222601489042,0.001,"bglX; beta-glucosidase [EC:3.2.1.21]"
"K05352",0.00212894593424298,2.36817169651459,0.011,"tarJ; ribitol-5-phosphate 2-dehydrogenase (NADP+) [EC:1.1.1.405]"
"K05363",0.00428704147726903,4.77910425794664,0.001,"murM; serine/alanine adding enzyme [EC:2.3.2.10]"
"K05364",0.00726040479284032,8.11798920780533,0.001,"pbpA; penicillin-binding protein A"
"K05365",0.011851894179496,13.3133914458267,0.001,"mrcB; penicillin-binding protein 1B [EC:2.4.99.28 3.4.16.4]"
"K05366",0.00642830015588713,7.18157851532429,0.001,"mrcA; penicillin-binding protein 1A [EC:2.4.99.28 3.4.16.4]"
"K05367",0.0111298837688986,12.4932190595092,0.001,"pbpC; penicillin-binding protein 1C [EC:2.4.99.28]"
"K05368",0.00857469075182789,9.60022570106333,0.001,"fre, ubiB; NAD(P)H-flavin reductase [EC:1.5.1.41]"
"K05375",0.0101226319766396,11.3510237298452,0.001,"mbtH, nocI; MbtH protein"
"K05396",0.00790832927945379,8.84822013858675,0.001,"dcyD; D-cysteine desulfhydrase [EC:4.4.1.15]"
"K05499",0.00810012028451285,9.06455752206387,0.001,"cytR; LacI family transcriptional regulator, repressor for deo operon, udp, cdd, tsx, nupC, and nupG"
"K05501",0.00796051803717596,8.90707999220181,0.001,"slmA, ttk; TetR/AcrR family transcriptional regulator"
"K05515",0.0132057152869492,14.8545083768661,0.001,"mrdA; penicillin-binding protein 2 [EC:3.4.16.4]"
"K05516",0.0111027976681871,12.4624737360238,0.001,"cbpA; curved DNA-binding protein"
"K05517",0.00886525834275586,9.92845507968485,0.001,"tsx; nucleoside-specific channel-forming protein"
"K05520",0.0230075728998548,26.1398197267921,0.001,"yhbO; deglycase [EC:3.5.1.124]"
"K05522",0.0111562656177895,12.52316660881,0.001,"nei; endonuclease VIII [EC:3.2.2.- 4.2.99.18]"
"K05524",0.0230376658917884,26.1748158010897,0.001,"fdxA; ferredoxin"
"K05526",0.00987969348602825,11.0758861295373,0.001,"astE; succinylglutamate desuccinylase [EC:3.5.1.96]"
"K05527",0.023167674068591,26.3260311247539,0.001,"bolA; BolA family transcriptional regulator, general stress-responsive regulator"
"K05539",0.0183299852642513,20.7261944827722,0.001,"dusA; tRNA-dihydrouridine synthase A [EC:1.-.-.-]"
"K05541",0.0129424544833466,14.5544953703739,0.001,"dusC; tRNA-dihydrouridine synthase C [EC:1.-.-.-]"
"K05555",0.0121445937085275,13.6462268977936,0.001,"actIV; cyclase [EC:4.-.-.-]"
"K05559",0.0129046672917591,14.5114460774038,0.001,"phaA; multicomponent K+:H+ antiporter subunit A"
"K05560",0.0129046672917591,14.5114460774038,0.001,"phaC; multicomponent K+:H+ antiporter subunit C"
"K05561",0.0129046672917591,14.5114460774038,0.001,"phaD; multicomponent K+:H+ antiporter subunit D"
"K05562",0.0129046672917591,14.5114460774038,0.001,"phaE; multicomponent K+:H+ antiporter subunit E"
"K05563",0.0129046672917591,14.5114460774038,0.001,"phaF; multicomponent K+:H+ antiporter subunit F"
"K05564",0.0125112761817731,14.0634685002484,0.001,"phaG; multicomponent K+:H+ antiporter subunit G"
"K05565",0.0237328840815119,26.9839072738754,0.001,"mnhA, mrpA; multicomponent Na+:H+ antiporter subunit A"
"K05566",0.00274548844834465,3.05588206657585,0.004,"mnhB, mrpB; multicomponent Na+:H+ antiporter subunit B"
"K05567",0.0158822432334801,17.9138013392695,0.001,"mnhC, mrpC; multicomponent Na+:H+ antiporter subunit C"
"K05568",0.00718853273423658,8.03704590255972,0.001,"mnhD, mrpD; multicomponent Na+:H+ antiporter subunit D"
"K05569",0.00908056088401752,10.1717881226061,0.001,"mnhE, mrpE; multicomponent Na+:H+ antiporter subunit E"
"K05570",0.00811064111937231,9.07642728687317,0.001,"mnhF, mrpF; multicomponent Na+:H+ antiporter subunit F"
"K05571",0.0136994477596169,15.4175996136608,0.001,"mnhG, mrpG; multicomponent Na+:H+ antiporter subunit G"
"K05589",0.00973029389955022,10.906752132237,0.001,"ftsB; cell division protein FtsB"
"K05590",0.00955870747556151,10.7125635592495,0.001,"srmB; ATP-dependent RNA helicase SrmB [EC:5.6.2.7]"
"K05591",0.0111999145141551,12.5727184829315,0.001,"dbpA; ATP-dependent RNA helicase DbpA [EC:5.6.2.6]"
"K05592",0.00801951849456391,8.97362971845646,0.001,"deaD, cshA; ATP-dependent RNA helicase DeaD [EC:5.6.2.7]"
"K05593",0.00703456582021769,7.8636856749113,0.001,"aadK; aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]"
"K05594",0.00901429331797507,10.0968818374319,0.001,"elaB; ElaB protein"
"K05595",0.0153187093238589,17.2682953464137,0.001,"marC; multiple antibiotic resistance protein"
"K05596",0.015723096649736,17.7314302731294,0.001,"iciA; LysR family transcriptional regulator, chromosome initiation inhibitor"
"K05601",0.0159395038702467,17.9794325303766,0.001,"hcp; hydroxylamine reductase [EC:1.7.99.1]"
"K05602",0.0202570423812866,22.9502206352973,0.001,"hisN; histidinol-phosphatase [EC:3.1.3.15]"
"K05603",0.0137104004885354,15.4300973566105,0.001,"hutF; formimidoylglutamate deiminase [EC:3.5.3.13]"
"K05605",0.0265523492259421,30.2770340216647,0.001,"HIBCH; 3-hydroxyisobutyryl-CoA hydrolase [EC:3.1.2.4]"
"K05606",0.0110499255039324,12.4024636083019,0.001,"MCEE, epi; methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1]"
"K05685",0.0116656984861533,13.101766578167,0.001,"macB; macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]"
"K05710",0.0109445115202207,12.2828374433446,0.001,"hcaC; 3-phenylpropionate/trans-cinnamate dioxygenase ferredoxin component"
"K05712",0.00736495083060091,8.23575132553262,0.001,"mhpA; 3-(3-hydroxy-phenyl)propionate hydroxylase [EC:1.14.13.127]"
"K05770",0.0108514557141781,12.1772568056848,0.001,"TSPO, BZRP; translocator protein"
"K05772",0.00219427980171925,2.44100683189545,0.006,"tupA, vupA; tungstate transport system substrate-binding protein"
"K05773",0.00219239460958518,2.43890505894406,0.008,"tupB, vupB; tungstate transport system permease protein"
"K05774",0.009456210726075,10.5965975655021,0.001,"phnN; ribose 1,5-bisphosphokinase [EC:2.7.4.23]"
"K05775",0.00934483042926337,10.4706078311558,0.001,"malM; maltose operon periplasmic protein"
"K05776",0.0169231968240445,19.1081189323183,0.001,"modF; molybdate transport system ATP-binding protein"
"K05780",0.00473796107670514,5.2841730011447,0.001,"phnL; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL [EC:2.7.8.37]"
"K05781",0.00479269000757811,5.34550525804741,0.001,"phnK; putative phosphonate transport system ATP-binding protein"
"K05782",0.0159942788555526,18.0422218572215,0.001,"benE; benzoate membrane transport protein"
"K05785",0.00885322355175256,9.91485658426945,0.001,"rfaH; transcriptional antiterminator RfaH"
"K05786",0.0223183485610729,25.3388890610047,0.001,"rarD; chloramphenicol-sensitive protein RarD"
"K05787",0.00989211684004998,11.0899528013167,0.001,"hupA; DNA-binding protein HU-alpha"
"K05788",0.020858628834363,23.6463075588154,0.001,"ihfB, himD; integration host factor subunit beta"
"K05795",0.00192204554032938,2.13757907409207,0.018,"terD; tellurium resistance protein TerD"
"K05799",0.010741953220867,12.0530412807696,0.001,"pdhR; GntR family transcriptional regulator, transcriptional repressor for pyruvate dehydrogenase complex"
"K05800",0.0133140377652234,14.9779995713382,0.001,"decR, cyuR; Lrp/AsnC family transcriptional regulator, cysteine-sensing transcriptional activator"
"K05801",0.0107092812600343,12.0159847590389,0.001,"djlA; DnaJ like chaperone protein"
"K05802",0.0114968480817158,12.9099248150496,0.001,"mscK, kefA, aefA; potassium-dependent mechanosensitive channel"
"K05803",0.00852056998854319,9.53911135319636,0.001,"nlpI; lipoprotein NlpI"
"K05805",0.0115435384976999,12.9629662321926,0.001,"creA; CreA protein"
"K05807",0.0221045764535573,25.0906991408814,0.001,"bamD; outer membrane protein assembly factor BamD"
"K05808",0.0175876650256591,19.8718068610075,0.001,"hpf; ribosome hibernation promoting factor"
"K05809",0.00925472005079514,10.3686986597698,0.001,"raiA; ribosome-associated inhibitor A"
"K05810",0.0037075251201505,4.13066743665143,0.001,"LACC1, yfiH; purine-nucleoside/S-methyl-5'-thioadenosine phosphorylase / adenosine deaminase [EC:2.4.2.1 2.4.2.28 3.5.4.4]"
"K05812",0.0101727843979986,11.4078401803803,0.001,"DTWD2, tapT; tRNA-uridine aminocarboxypropyltransferase [EC:2.5.1.25]"
"K05813",0.00624486559308191,6.97536100023059,0.001,"ugpB; sn-glycerol 3-phosphate transport system substrate-binding protein"
"K05814",0.00607829435762758,6.78816721545092,0.001,"ugpA; sn-glycerol 3-phosphate transport system permease protein"
"K05815",0.00681206238001774,7.61325118379847,0.001,"ugpE; sn-glycerol 3-phosphate transport system permease protein"
"K05816",0.00873827088494599,9.78498452769808,0.001,"ugpC; sn-glycerol 3-phosphate transport system ATP-binding protein [EC:7.6.2.10]"
"K05820",0.00533186521870518,5.95009550000721,0.001,"hcaT; MFS transporter, PPP family, 3-phenylpropionic acid transporter"
"K05823",0.0104247833977882,11.6934108468042,0.001,"dapL; N-acetyldiaminopimelate deacetylase [EC:3.5.1.47]"
"K05825",0.00572967886253759,6.39659396665973,0.001,"LYSN; 2-aminoadipate transaminase [EC:2.6.1.-]"
"K05832",0.00903190905343639,10.1167930036357,0.001,"K05832; putative tryptophan/tyrosine transport system permease protein"
"K05833",0.00919205096057439,10.2978347883961,0.001,"K05833; putative tryptophan/tyrosine transport system ATP-binding protein"
"K05834",0.0160601412190558,18.1177300564269,0.001,"rhtB; homoserine/homoserine lactone efflux protein"
"K05835",0.0140274797516187,15.792024832877,0.001,"rhtC; threonine efflux protein"
"K05836",0.0141835489308457,15.9702541950523,0.001,"hutC; GntR family transcriptional regulator, histidine utilization repressor"
"K05837",0.0111874767432677,12.5585982104344,0.001,"rodA, mrdB; peptidoglycan glycosyltransferase [EC:2.4.99.28]"
"K05838",0.0228213318689775,25.9232822008027,0.001,"ybbN; putative thioredoxin"
"K05844",0.0114360495160988,12.8408637161571,0.001,"rimK; ribosomal protein S6--L-glutamate ligase [EC:6.3.2.-]"
"K05845",0.0212999931299028,24.1575479802058,0.001,"opuC; osmoprotectant transport system substrate-binding protein"
"K05846",0.0210755655016223,23.8975317015029,0.001,"opuBD; osmoprotectant transport system permease protein"
"K05847",0.0192778964180187,21.8190912041701,0.001,"opuA; osmoprotectant transport system ATP-binding protein [EC:7.6.2.9]"
"K05851",0.00908607665479185,10.1780233875121,0.001,"cyaA; adenylate cyclase, class 1 [EC:4.6.1.1]"
"K05873",0.00352787224709383,3.92980203380578,0.001,"cyaB; adenylate cyclase, class 2 [EC:4.6.1.1]"
"K05878",0.0083249085314865,9.31822181422958,0.001,"dhaK; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaK [EC:2.7.1.121]"
"K05879",0.00725428589443009,8.11109756346035,0.001,"dhaL; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaL [EC:2.7.1.121]"
"K05881",0.0107002398807281,12.0057304635112,0.001,"dhaM; phosphoenolpyruvate---glycerone phosphotransferase subunit DhaM [EC:2.7.1.121]"
"K05884",0.00200400248023971,2.22890949321872,0.013,"comC; L-2-hydroxycarboxylate dehydrogenase (NAD+) [EC:1.1.1.337]"
"K05895",0.00551943516207093,6.16057592930153,0.001,"cobK-cbiJ; precorrin-6A/cobalt-precorrin-6A reductase [EC:1.3.1.54 1.3.1.106]"
"K05896",0.0158111139018335,17.8322847158067,0.001,"scpA; segregation and condensation protein A"
"K05898",0.00329441332815218,3.6688856199347,0.001,"kstD; 3-oxosteroid 1-dehydrogenase [EC:1.3.99.4]"
"K05910",0.00706716572802715,7.90038730450669,0.001,"npr; NADH peroxidase [EC:1.11.1.1]"
"K05916",0.0159128579634995,17.9488904843646,0.001,"hmp, YHB1; nitric oxide dioxygenase [EC:1.14.12.17]"
"K05919",0.0180239181171341,20.3737641671045,0.001,"dfx; superoxide reductase [EC:1.15.1.2]"
"K05921",0.00638823828535093,7.13653437888343,0.001,"hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]"
"K05934",0.0106505912583942,11.9494247354478,0.001,"cobJ, cbiH; precorrin-3B C17-methyltransferase / cobalt-factor III methyltransferase [EC:2.1.1.131 2.1.1.272]"
"K05936",0.00677464426647459,7.57114696315135,0.001,"cobM, cbiF; precorrin-4/cobalt-precorrin-4 C11-methyltransferase [EC:2.1.1.133 2.1.1.271]"
"K05937",0.00703617306748309,7.86549508961822,0.001,"K05937; uncharacterized protein"
"K05939",0.0121705625555144,13.6757662047101,0.001,"aas; acyl-[acyl-carrier-protein]-phospholipid O-acyltransferase / long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:2.3.1.40 6.2.1.20]"
"K05942",0.0081019382772301,9.0666085909128,0.001,"E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]"
"K05946",0.00225820482528151,2.51228060023639,0.005,"tagA, tarA; N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase [EC:2.4.1.187]"
"K05952",0.00573762242018655,6.40551330314801,0.001,"K05952; uncharacterized protein"
"K05964",0.00594731034151906,6.64101063028579,0.001,"citX; holo-ACP synthase [EC:2.7.7.61]"
"K05966",0.00472173359564365,5.26598888781031,0.001,"citG; triphosphoribosyl-dephospho-CoA synthase [EC:2.4.2.52]"
"K05970",0.0154418038050933,17.4092321712391,0.001,"SIAE; sialate O-acetylesterase [EC:3.1.1.53]"
"K05973",0.0207964511469669,23.5743230303569,0.001,"phaZ; poly(3-hydroxybutyrate) depolymerase [EC:3.1.1.75]"
"K05979",0.00416844780416544,4.64634510969354,0.001,"comB; 2-phosphosulfolactate phosphatase [EC:3.1.3.71]"
"K05982",0.00933916719072064,10.4642025185381,0.001,"nfi; deoxyribonuclease V [EC:3.1.21.7]"
"K05985",0.00720014525627627,8.05012329149637,0.001,"rnmV; ribonuclease M5 [EC:3.1.26.8]"
"K05986",0.0067727771140983,7.56904605857016,0.001,"NUCS; nuclease S1 [EC:3.1.30.1]"
"K05988",0.00428177703591813,4.77321033225739,0.001,"dexA; dextranase [EC:3.2.1.11]"
"K05989",0.0141353450927682,15.915199895719,0.001,"ramA; alpha-L-rhamnosidase [EC:3.2.1.40]"
"K05995",0.00766588344529032,8.5748645363672,0.001,"pepE; dipeptidase E [EC:3.4.13.21]"
"K06001",0.0260877128114223,29.7330279139109,0.001,"trpB; tryptophan synthase beta chain [EC:4.2.1.20]"
"K06006",0.0126269572042659,14.195164227949,0.001,"cpxP, spy; periplasmic protein CpxP/Spy"
"K06012",0.0382683289827788,44.1680839375455,0.001,"gpr; spore protease [EC:3.4.24.78]"
"K06013",0.0056524155653309,6.30984715579558,0.001,"STE24; STE24 endopeptidase [EC:3.4.24.84]"
"K06015",0.00523289239443402,5.83906576063117,0.001,"E3.5.1.81; N-acyl-D-amino-acid deacylase [EC:3.5.1.81]"
"K06016",0.00716393304003877,8.00934407912049,0.001,"pydC; beta-ureidopropionase / N-carbamoyl-L-amino-acid hydrolase [EC:3.5.1.6 3.5.1.87]"
"K06019",0.00411333461645075,4.5846596635591,0.001,"ppaX; pyrophosphatase PpaX [EC:3.6.1.1]"
"K06020",0.0156323806658275,17.6275023662455,0.001,"ettA; energy-dependent translational throttle protein EttA"
"K06023",0.0191534617168213,21.6755034308268,0.001,"hprK, ptsK; HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]"
"K06024",0.0158601256328326,17.8884525573813,0.001,"scpB; segregation and condensation protein B"
"K06039",0.00865417803701432,9.68999657663818,0.001,"ychN; uncharacterized protein involved in oxidation of intracellular sulfur"
"K06041",0.014578801520336,16.4218810317251,0.001,"kdsD, kpsF; arabinose-5-phosphate isomerase [EC:5.3.1.13]"
"K06042",0.00663094749333007,7.40948361439612,0.001,"cobH-cbiC; precorrin-8X/cobalt-precorrin-8 methylmutase [EC:5.4.99.61 5.4.99.60]"
"K06044",0.0202151736483323,22.9018067499599,0.001,"treY, glgY; (1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase [EC:5.4.99.15]"
"K06048",0.017131426967596,19.3473313276898,0.001,"gshA, ybdK; glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]"
"K06075",0.0123136699307414,13.8385772962602,0.001,"slyA; MarR family transcriptional regulator, transcriptional regulator for hemolysin"
"K06076",0.0192438392870176,21.7797883554062,0.001,"fadL; long-chain fatty acid transport protein"
"K06077",0.0146423601552083,16.4945387492417,0.001,"slyB; outer membrane lipoprotein SlyB"
"K06078",0.00618955078216883,6.91319091443915,0.001,"lpp; murein lipoprotein"
"K06079",0.0158916790939291,17.9246160402549,0.001,"cutF, nlpE; copper homeostasis protein (lipoprotein)"
"K06080",0.00880418636094078,9.85945130737098,0.001,"rcsF; RcsF protein"
"K06113",0.0101166195959754,11.3442128374246,0.001,"abnA; arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]"
"K06117",0.00835491147087854,9.35208759661278,0.001,"E3.1.3.21; glycerol-1-phosphatase [EC:3.1.3.21]"
"K06123",0.00615524988202132,6.87464251155183,0.001,"AYR1; 1-acylglycerone phosphate reductase [EC:1.1.1.101]"
"K06131",0.00690040810406753,7.71267359086539,0.001,"clsA_B; cardiolipin synthase A/B [EC:2.7.8.-]"
"K06132",0.010092026441668,11.3163542970405,0.001,"clsC; cardiolipin synthase C [EC:2.7.8.-]"
"K06133",0.0138527086659358,15.5925050490047,0.001,"LYS5, acpT; 4'-phosphopantetheinyl transferase [EC:2.7.8.-]"
"K06134",0.0154075953103779,17.3700616753292,0.001,"coq7; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60]"
"K06136",0.0102129603595423,11.4533586974527,0.001,"pqqB; pyrroloquinoline quinone biosynthesis protein B"
"K06137",0.0104819370586088,11.7581988351686,0.001,"pqqC; pyrroloquinoline-quinone synthase [EC:1.3.3.11]"
"K06138",0.00964328399078554,10.8082724706563,0.001,"pqqD; pyrroloquinoline quinone biosynthesis protein D"
"K06139",0.00964328399078554,10.8082724706563,0.001,"pqqE; PqqA peptide cyclase [EC:1.21.98.4]"
"K06140",0.0162571643372189,18.3436684468001,0.001,"rnk; regulator of nucleoside diphosphate kinase"
"K06142",0.0223911041571174,25.4233832364745,0.001,"hlpA, ompH; outer membrane protein"
"K06143",0.00869762793774957,9.73907385172257,0.001,"creD; inner membrane protein"
"K06144",0.00918274385038578,10.2873114196036,0.001,"uspB; universal stress protein B"
"K06145",0.0115851314191063,13.0102209952293,0.001,"gntR; LacI family transcriptional regulator, gluconate utilization system Gnt-I transcriptional repressor"
"K06147",0.00996827111255345,11.1761882090066,0.001,"ABCB-BAC; ATP-binding cassette, subfamily B, bacterial"
"K06148",0.00935710165297062,10.4844872477539,0.001,"ABCC-BAC; ATP-binding cassette, subfamily C, bacterial"
"K06149",0.0102971701108906,11.5487785604991,0.001,"uspA; universal stress protein A"
"K06155",0.00771166215717914,8.62646941218485,0.001,"gntT; Gnt-I system high-affinity gluconate transporter"
"K06156",0.00856309906060102,9.58713554867787,0.001,"gntU; Gnt-I system low-affinity gluconate transporter"
"K06159",0.00916922095764594,10.2720216996327,0.001,"yojI; multidrug/microcin transport system ATP-binding/permease protein"
"K06162",0.00492737798378028,5.49647276086645,0.001,"phnM; alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [EC:3.6.1.63]"
"K06163",0.00468142798278722,5.22082598173799,0.001,"phnJ; alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase [EC:4.7.1.1]"
"K06164",0.00464826503757599,5.18366926029835,0.001,"phnI; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnI [EC:2.7.8.37]"
"K06165",0.00620871244758831,6.93472653981138,0.001,"phnH; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnH [EC:2.7.8.37]"
"K06166",0.00464826503757599,5.18366926029835,0.001,"phnG; alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnG [EC:2.7.8.37]"
"K06167",0.010870885967164,12.1993006295753,0.001,"phnP; phosphoribosyl 1,2-cyclic phosphate phosphodiesterase [EC:3.1.4.55]"
"K06169",0.0156879945427951,17.6912136049931,0.001,"miaE; tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69]"
"K06175",0.0121811235784906,13.6877797082661,0.001,"truC; tRNA pseudouridine65 synthase [EC:5.4.99.26]"
"K06176",0.0098602290075547,11.0538476678049,0.001,"truD, PUS7; tRNA pseudouridine13 synthase [EC:5.4.99.27]"
"K06177",0.0154186431232638,17.382711694962,0.001,"rluA; tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase [EC:5.4.99.28 5.4.99.29]"
"K06179",0.0215314957882021,24.4258861905391,0.001,"rluC; 23S rRNA pseudouridine955/2504/2580 synthase [EC:5.4.99.24]"
"K06181",0.0173345564829968,19.5807818653527,0.001,"rluE; 23S rRNA pseudouridine2457 synthase [EC:5.4.99.20]"
"K06182",0.00751973810345393,8.41015143100541,0.001,"rluF; 23S rRNA pseudouridine2604 synthase [EC:5.4.99.21]"
"K06183",0.0131463385786096,14.7868284759047,0.001,"rsuA; 16S rRNA pseudouridine516 synthase [EC:5.4.99.19]"
"K06186",0.0128876015072583,14.492004856691,0.001,"bamE, smpA; outer membrane protein assembly factor BamE"
"K06188",0.00699729359794353,7.82172681266847,0.001,"aqpZ; aquaporin Z"
"K06189",0.0176246299701536,19.9143218200556,0.001,"corC, tlyC; hemolysin (HlyC) family protein"
"K06190",0.0190248501274185,21.527134142162,0.001,"ispZ; intracellular septation protein"
"K06191",0.0170352523474527,19.2368344346326,0.001,"nrdH; glutaredoxin-like protein NrdH"
"K06192",0.0100798394925357,11.3025497237868,0.001,"pqiB; paraquat-inducible protein B"
"K06193",0.029520602348236,33.7646205430318,0.001,"phnA; protein PhnA"
"K06194",0.0103833957719389,11.6464995207336,0.001,"nlpD; lipoprotein NlpD"
"K06195",0.022861831809784,25.9703633886915,0.001,"apaG; ApaG protein"
"K06196",0.0105442993892466,11.8288997828192,0.001,"ccdA; cytochrome c-type biogenesis protein"
"K06198",0.00893667790071773,10.0091611187715,0.001,"coiA; competence protein CoiA"
"K06199",0.00925844327135644,10.3729090209349,0.001,"crcB, FEX; fluoride exporter"
"K06200",0.0074806504592062,8.36610592383982,0.001,"cstA; carbon starvation protein"
"K06201",0.0103275512806227,11.5832080971082,0.001,"cutC; copper homeostasis protein"
"K06202",0.0102652828374647,11.5126445016019,0.001,"cyaY; iron-sulfur cluster assembly protein CyaY"
"K06203",0.0109341341448492,12.2710623425357,0.001,"cysZ; CysZ protein"
"K06204",0.0234034587802364,26.6003801463563,0.001,"dksA; RNA polymerase-binding transcription factor"
"K06205",0.00955769536320808,10.7114183264329,0.001,"mioC; MioC protein"
"K06206",0.00851871139630262,9.53701270874457,0.001,"sfsA; sugar fermentation stimulation protein A"
"K06209",0.014015645817157,15.7785129054485,0.001,"pheB; chorismate mutase [EC:5.4.99.5]"
"K06211",0.0120679776718906,13.5590859624446,0.001,"nadR; HTH-type transcriptional regulator, transcriptional repressor of NAD biosynthesis genes [EC:2.7.7.1 2.7.1.22]"
"K06212",0.00881881574039405,9.87597991899888,0.001,"focA; formate transporter"
